,type,id,attributes_count,attributes.lineage,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.class,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
10,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:CandidatusAzobacteroides,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:CandidatusAzobacteroides,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Porphyromonadaceae,CandidatusAzobacteroides,Bacteria,CandidatusAzobacteroides,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ACandidatusAzobacteroides,,MGYA00005295,41742.0,99.9592902129,15283.0,36.5980986135,15279.0,36.58851984,15279.0,36.5937776926,311.0,0.7899014528,2.0,0.0065724614,,
11,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,159,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:SMB53,Bacteria,Clostridiales,Firmicutes,Clostridia,Clostridiaceae,SMB53,Bacteria,SMB53,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253ASMB53,,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,22973.0,55.0132905481,22959.0,54.987665557,577.0,1.4655084832,159.0,0.5225106802,,
12,organisms,Bacteria:Tenericutes:Mollicutes:Acholeplasmatales:Acholeplasmataceae:Acholeplasma,1,Bacteria:Tenericutes:Mollicutes:Acholeplasmatales:Acholeplasmataceae:Acholeplasma,Bacteria,Acholeplasmatales,Tenericutes,Mollicutes,Acholeplasmataceae,Acholeplasma,Bacteria,Acholeplasma,Acholeplasmataceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATenericutes%253AMollicutes%253AAcholeplasmatales%253AAcholeplasmataceae%253AAcholeplasma,,MGYA00005295,41742.0,99.9592902129,18.0,0.0431044805,17.0,0.0407097871,1.0,0.0023950375,1.0,0.0025398761,1.0,0.0032862307,,
13,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,9,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:YRC22,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Paraprevotellaceae,YRC22,Bacteria,YRC22,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253AYRC22,,MGYA00005295,41742.0,99.9592902129,15283.0,36.5980986135,15279.0,36.58851984,15279.0,36.5937776926,1000.0,2.539876054,9.0,0.0295760762,,
14,organisms,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,16,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,Bacteria,Turicibacterales,Firmicutes,Bacilli,Turicibacteraceae,Turicibacter,Bacteria,Turicibacter,Turicibacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ATuricibacterales%253ATuricibacteraceae%253ATuricibacter,,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,560.0,1.3410282813,16.0,0.0383205997,16.0,0.0406380169,16.0,0.0525796911,,
15,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,13,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,Bacteria,Bifidobacteriales,Actinobacteria,Actinobacteria,Bifidobacteriaceae,,Bacteria,Bifidobacteriaceae,Bifidobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae,,MGYA00005295,41742.0,99.9592902129,379.0,0.9075887833,274.0,0.6561459805,260.0,0.6227097454,260.0,0.6603677741,,,,
16,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,3,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Porphyromonadaceae,Tannerella,Bacteria,Tannerella,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ATannerella,,MGYA00005295,41742.0,99.9592902129,15283.0,36.5980986135,15279.0,36.58851984,15279.0,36.5937776926,311.0,0.7899014528,3.0,0.0098586921,,
17,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,11,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,Bacteria,Desulfovibrionales,Proteobacteria,Deltaproteobacteria,Desulfovibrionaceae,Desulfovibrio,Bacteria,Desulfovibrio,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio,,MGYA00005295,41742.0,99.9592902129,838.0,2.0067530353,14.0,0.033525707,14.0,0.0335305248,14.0,0.0355582648,11.0,0.0361485376,,
18,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,4,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Rikenellaceae,Blvii28,Bacteria,Blvii28,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ABlvii28,,MGYA00005295,41742.0,99.9592902129,15283.0,36.5980986135,15279.0,36.58851984,15279.0,36.5937776926,95.0,0.2412882251,4.0,0.0131449228,,
19,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,18,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:CF231,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Paraprevotellaceae,CF231,Bacteria,CF231,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253ACF231,,MGYA00005295,41742.0,99.9592902129,15283.0,36.5980986135,15279.0,36.58851984,15279.0,36.5937776926,1000.0,2.539876054,18.0,0.0591521525,,
20,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Bacteroidaceae,,Bacteria,Bacteroidaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae,,MGYA00005295,41742.0,99.9592902129,15283.0,36.5980986135,15279.0,36.58851984,15279.0,36.5937776926,4995.0,12.68668089,,,,
21,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Planococcaceae,18,Bacteria:Firmicutes:Bacilli:Bacillales:Planococcaceae,Bacteria,Bacillales,Firmicutes,Bacilli,Planococcaceae,,Bacteria,Planococcaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253APlanococcaceae,,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,560.0,1.3410282813,41.0,0.0981965368,22.0,0.0558772732,,,,
22,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,Bacteria,Pasteurellales,Proteobacteria,Gammaproteobacteria,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus,,MGYA00005295,41742.0,99.9592902129,838.0,2.0067530353,72.0,0.1724179219,10.0,0.0239503748,10.0,0.0253987605,6.0,0.0197173842,,
23,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Sufflavibacter:maritimus,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Sufflavibacter:maritimus,Bacteria,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,Sufflavibacter,Bacteria,maritimus,Sufflavibacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253ASufflavibacter%253Amaritimus,maritimus,MGYA00005295,41742.0,99.9592902129,15283.0,36.5980986135,3.0,0.0071840801,3.0,0.0071851124,2.0,0.0050797521,1.0,0.0032862307,1.0,0.0084033613
24,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,471,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Ruminococcus,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,gnavus,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,22973.0,55.0132905481,22959.0,54.987665557,14241.0,36.1703748857,822.0,2.70128163,471.0,3.9579831933
25,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,Bacteria,Clostridiales,Firmicutes,Clostridia,Veillonellaceae,Succiniclasticum,Bacteria,Succiniclasticum,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASucciniclasticum,,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,22973.0,55.0132905481,22959.0,54.987665557,1511.0,3.8377527177,4.0,0.0131449228,,
26,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,25,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,eggerthii,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aeggerthii,eggerthii,MGYA00005295,41742.0,99.9592902129,15283.0,36.5980986135,15279.0,36.58851984,15279.0,36.5937776926,4995.0,12.68668089,4973.0,16.3424252383,25.0,0.2100840336
27,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Epulopiscium,Bacteria,Epulopiscium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AEpulopiscium,,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,22973.0,55.0132905481,22959.0,54.987665557,14241.0,36.1703748857,2.0,0.0065724614,,
28,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:luteciae,8,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:luteciae,Bacteria,Lactobacillales,Firmicutes,Bacilli,Streptococcaceae,Streptococcus,Bacteria,luteciae,Streptococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus%253Aluteciae,luteciae,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,560.0,1.3410282813,491.0,1.1759634038,435.0,1.1048460835,427.0,1.4032205061,8.0,0.0672268908
29,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,4,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,Bacteria,Bacillales,Firmicutes,Bacilli,Bacillaceae,,Bacteria,Bacillaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae,,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,560.0,1.3410282813,41.0,0.0981965368,9.0,0.0228588845,,,,
30,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,5827,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,,Bacteria,Lachnospiraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae,,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,22973.0,55.0132905481,22959.0,54.987665557,14241.0,36.1703748857,,,,
31,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:breve,1,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:breve,Bacteria,Bifidobacteriales,Actinobacteria,Actinobacteria,Bifidobacteriaceae,Bifidobacterium,Bacteria,breve,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Abreve,breve,MGYA00005295,41742.0,99.9592902129,379.0,0.9075887833,274.0,0.6561459805,260.0,0.6227097454,260.0,0.6603677741,246.0,0.8084127506,1.0,0.0084033613
32,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,Bacteria,Clostridiales,Firmicutes,Clostridia,Veillonellaceae,Veillonella,Bacteria,dispar,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Adispar,dispar,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,22973.0,55.0132905481,22959.0,54.987665557,1511.0,3.8377527177,4.0,0.0131449228,3.0,0.025210084
33,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,63,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Shuttleworthia,Bacteria,Shuttleworthia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia,,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,22973.0,55.0132905481,22959.0,54.987665557,14241.0,36.1703748857,118.0,0.3877752218,,
34,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:nanceiensis,47,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:nanceiensis,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Prevotellaceae,Prevotella,Bacteria,nanceiensis,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Ananceiensis,nanceiensis,MGYA00005295,41742.0,99.9592902129,15283.0,36.5980986135,15279.0,36.58851984,15279.0,36.5937776926,8470.0,21.5127501778,9362.0,30.7656917516,47.0,0.3949579832
35,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Prevotellaceae,,Bacteria,Prevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae,,MGYA00005295,41742.0,99.9592902129,15283.0,36.5980986135,15279.0,36.58851984,15279.0,36.5937776926,8470.0,21.5127501778,,,,
36,organisms,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,5,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,Bacteria,Gemellales,Firmicutes,Bacilli,Gemellaceae,,Bacteria,Gemellaceae,Gemellales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253AGemellales%253AGemellaceae,,MGYA00005295,41742.0,99.9592902129,25186.0,60.3127469528,560.0,1.3410282813,12.0,0.0287404498,11.0,0.0279386366,,,,
37,organisms,Bacteria:Spirochaetes:Spirochaetes:Sphaerochaetales:Sphaerochaetaceae,1,Bacteria:Spirochaetes:Spirochaetes:Sphaerochaetales:Sphaerochaetaceae,Bacteria,Sphaerochaetales,Spirochaetes,Spirochaetes,Sphaerochaetaceae,,Bacteria,Sphaerochaetaceae,Sphaerochaetales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ASpirochaetes%253ASpirochaetes%253ASphaerochaetales%253ASphaerochaetaceae,,MGYA00005295,41742.0,99.9592902129,2.0,0.0047893867,2.0,0.0047893867,1.0,0.0023950375,1.0,0.0025398761,,,,
