,type,id,attributes_count,attributes.lineage,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.family,attributes.hierarchy.class,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
10,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,12,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,Bacteroidales,Bacteroidetes,Porphyromonadaceae,Bacteroidia,Bacteria,,Tannerella,Bacteria,Tannerella,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ATannerella,MGYA00005315,12118.0,97.8046811945,5425.0,43.7853107345,5410.0,43.6712948014,5410.0,43.6889283695,1162.0,12.4105521734,12.0,0.1997336884,,
11,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,67,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,Desulfovibrionales,Proteobacteria,Desulfovibrionaceae,Deltaproteobacteria,Bacteria,,Desulfovibrio,Bacteria,Desulfovibrio,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio,MGYA00005315,12118.0,97.8046811945,484.0,3.9063761098,127.0,1.0251856635,127.0,1.0255996124,127.0,1.3564028623,68.0,1.1318242344,,
12,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,Bacteroidales,Bacteroidetes,Rikenellaceae,Bacteroidia,Bacteria,,Blvii28,Bacteria,Blvii28,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ABlvii28,MGYA00005315,12118.0,97.8046811945,5425.0,43.7853107345,5410.0,43.6712948014,5410.0,43.6889283695,1055.0,11.2677560611,2.0,0.0332889481,,
13,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:massiliensis,3,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:massiliensis,Bacteroidales,Bacteroidetes,Rikenellaceae,Bacteroidia,Bacteria,massiliensis,Alistipes,Bacteria,massiliensis,Alistipes,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253AAlistipes%253Amassiliensis,MGYA00005315,12118.0,97.8046811945,5425.0,43.7853107345,5410.0,43.6712948014,5410.0,43.6889283695,1055.0,11.2677560611,4.0,0.0665778961,3.0,0.1829268293
14,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:plebeius,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:plebeius,Bacteroidales,Bacteroidetes,Bacteroidaceae,Bacteroidia,Bacteria,plebeius,Bacteroides,Bacteria,plebeius,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aplebeius,MGYA00005315,12118.0,97.8046811945,5425.0,43.7853107345,5410.0,43.6712948014,5410.0,43.6889283695,2101.0,22.4393890847,2093.0,34.8368841545,1.0,0.0609756098
15,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megamonas,15,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megamonas,Clostridiales,Firmicutes,Veillonellaceae,Clostridia,Bacteria,,Megamonas,Bacteria,Megamonas,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AMegamonas,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,5799.0,46.8114304165,5782.0,46.6930469192,36.0,0.38449215,15.0,0.2496671105,,
16,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,Pasteurellales,Proteobacteria,Pasteurellaceae,Gammaproteobacteria,Bacteria,,Haemophilus,Bacteria,Haemophilus,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus,MGYA00005315,12118.0,97.8046811945,484.0,3.9063761098,198.0,1.5983209558,9.0,0.0726802875,9.0,0.0961230375,6.0,0.0998668442,,
17,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Polaribacter,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Polaribacter,Flavobacteriales,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Bacteria,,Polaribacter,Bacteria,Polaribacter,Flavobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253APolaribacter,MGYA00005315,12118.0,97.8046811945,5425.0,43.7853107345,13.0,0.1049402648,13.0,0.1049826375,11.0,0.1174837125,1.0,0.016644474,,
18,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,52,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,gnavus,Ruminococcus,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,5799.0,46.8114304165,5782.0,46.6930469192,1055.0,11.2677560611,376.0,6.258322237,52.0,3.1707317073
19,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,3,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,Bacteroidales,Bacteroidetes,Bacteroidaceae,Bacteroidia,Bacteria,eggerthii,Bacteroides,Bacteria,eggerthii,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aeggerthii,MGYA00005315,12118.0,97.8046811945,5425.0,43.7853107345,5410.0,43.6712948014,5410.0,43.6889283695,2101.0,22.4393890847,2093.0,34.8368841545,3.0,0.1829268293
20,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:celatum,5,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:celatum,Clostridiales,Firmicutes,Clostridiaceae,Clostridia,Bacteria,celatum,Clostridium,Bacteria,celatum,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Acelatum,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,5799.0,46.8114304165,5782.0,46.6930469192,164.0,1.7515753498,73.0,1.2150466045,5.0,0.3048780488
21,organisms,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae:Victivallis:vadensis,1,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae:Victivallis:vadensis,Victivallales,Lentisphaerae,Victivallaceae,Lentisphaeria,Bacteria,vadensis,Victivallis,Bacteria,vadensis,Victivallis,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ALentisphaerae%253ALentisphaeria%253AVictivallales%253AVictivallaceae%253AVictivallis%253Avadensis,MGYA00005315,12118.0,97.8046811945,10.0,0.0807102502,10.0,0.0807232806,10.0,0.080755875,10.0,0.106803375,1.0,0.016644474,1.0,0.0609756098
22,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,2,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,Bacillales,Firmicutes,Bacillaceae,Bacilli,Bacteria,,,Bacteria,Bacillaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,21.0,0.1695188892,4.0,0.03230235,2.0,0.021360675,,,,
23,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,658,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,,Bacteria,Lachnospiraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,5799.0,46.8114304165,5782.0,46.6930469192,1055.0,11.2677560611,,,,
24,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,Shuttleworthia,Bacteria,Shuttleworthia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,5799.0,46.8114304165,5782.0,46.6930469192,1055.0,11.2677560611,7.0,0.1165113182,,
25,organisms,Bacteria:Firmicutes:Clostridia:MBA08,1,Bacteria:Firmicutes:Clostridia:MBA08,MBA08,Firmicutes,,Clostridia,Bacteria,,,Bacteria,MBA08,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AMBA08,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,5799.0,46.8114304165,1.0,0.0080755875,,,,,,
26,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Paenibacillaceae:Paenibacillus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Paenibacillaceae:Paenibacillus,Bacillales,Firmicutes,Paenibacillaceae,Bacilli,Bacteria,,Paenibacillus,Bacteria,Paenibacillus,Paenibacillaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253APaenibacillaceae%253APaenibacillus,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,21.0,0.1695188892,4.0,0.03230235,1.0,0.0106803375,1.0,0.016644474,,
27,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,114,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,Bacteroidales,Bacteroidetes,Prevotellaceae,Bacteroidia,Bacteria,copri,Prevotella,Bacteria,copri,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Acopri,MGYA00005315,12118.0,97.8046811945,5425.0,43.7853107345,5410.0,43.6712948014,5410.0,43.6889283695,184.0,1.9651820998,196.0,3.2623169108,114.0,6.9512195122
28,organisms,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae:Gemella,1,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae:Gemella,Gemellales,Firmicutes,Gemellaceae,Bacilli,Bacteria,,Gemella,Bacteria,Gemella,Gemellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253AGemellales%253AGemellaceae%253AGemella,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,21.0,0.1695188892,1.0,0.0080755875,1.0,0.0106803375,1.0,0.016644474,,
29,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,39,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,Blautia,Bacteria,Blautia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,5799.0,46.8114304165,5782.0,46.6930469192,1055.0,11.2677560611,44.0,0.7323568575,,
30,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Sharpea,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Sharpea,Erysipelotrichales,Firmicutes,Erysipelotrichaceae,Erysipelotrichi,Bacteria,,Sharpea,Bacteria,Sharpea,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ASharpea,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,21.0,0.1695188892,21.0,0.1695873375,21.0,0.2242870875,1.0,0.016644474,,
31,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,Clostridiales,Firmicutes,Ruminococcaceae,Clostridia,Bacteria,,Ethanoligenens,Bacteria,Ethanoligenens,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AEthanoligenens,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,5799.0,46.8114304165,5782.0,46.6930469192,1700.0,18.1565737477,1.0,0.016644474,,
32,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Aeromonadales:Aeromonadaceae,2,Bacteria:Proteobacteria:Gammaproteobacteria:Aeromonadales:Aeromonadaceae,Aeromonadales,Proteobacteria,Aeromonadaceae,Gammaproteobacteria,Bacteria,,,Bacteria,Aeromonadaceae,Aeromonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AAeromonadales%253AAeromonadaceae,MGYA00005315,12118.0,97.8046811945,484.0,3.9063761098,198.0,1.5983209558,2.0,0.016151175,2.0,0.021360675,,,,
33,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales,2612,Bacteria:Firmicutes:Clostridia:Clostridiales,Clostridiales,Firmicutes,,Clostridia,Bacteria,,,Bacteria,Clostridiales,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,5799.0,46.8114304165,5782.0,46.6930469192,,,,,,
34,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,obeum,Blautia,Bacteria,obeum,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aobeum,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,5799.0,46.8114304165,5782.0,46.6930469192,1055.0,11.2677560611,44.0,0.7323568575,1.0,0.0609756098
35,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Krokinobacter:genikus,10,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Krokinobacter:genikus,Flavobacteriales,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Bacteria,genikus,Krokinobacter,Bacteria,genikus,Krokinobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253AKrokinobacter%253Agenikus,MGYA00005315,12118.0,97.8046811945,5425.0,43.7853107345,13.0,0.1049402648,13.0,0.1049826375,11.0,0.1174837125,10.0,0.1664447403,10.0,0.6097560976
36,organisms,Bacteria:Firmicutes:Clostridia,3,Bacteria:Firmicutes:Clostridia,,Firmicutes,,Clostridia,Bacteria,,,Bacteria,Clostridia,Firmicutes,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia,MGYA00005315,12118.0,97.8046811945,5841.0,47.1428571429,5799.0,46.8114304165,,,,,,,,
37,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,2,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,Flavobacteriales,Bacteroidetes,Cryomorphaceae,Flavobacteriia,Bacteria,,,Bacteria,Cryomorphaceae,Flavobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253ACryomorphaceae,MGYA00005315,12118.0,97.8046811945,5425.0,43.7853107345,13.0,0.1049402648,13.0,0.1049826375,2.0,0.021360675,,,,
38,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Kleidoceria:schneideri,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Kleidoceria:schneideri,Enterobacteriales,Proteobacteria,Enterobacteriaceae,Gammaproteobacteria,Bacteria,schneideri,Kleidoceria,Bacteria,schneideri,Kleidoceria,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AKleidoceria%253Aschneideri,MGYA00005315,12118.0,97.8046811945,484.0,3.9063761098,198.0,1.5983209558,185.0,1.4939836873,185.0,1.9758624373,1.0,0.016644474,1.0,0.0609756098
