,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
10,organisms,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,41,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,Bacilli,Firmicutes,Bacteria,Turicibacterales,Bacteria,Turicibacter,Turicibacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ATuricibacterales%253ATuricibacteraceae%253ATuricibacter,Turicibacteraceae,Turicibacter,,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,448.0,2.1608064438,41.0,0.1977809937,41.0,0.2113619961,41.0,0.2985074627,,
11,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,56,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,Actinobacteria,Actinobacteria,Bacteria,Bifidobacteriales,Bacteria,Bifidobacteriaceae,Bifidobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae,Bifidobacteriaceae,,,MGYA00005309,20719.0,99.9324747986,1533.0,7.39400955,1171.0,5.6480007717,1140.0,5.499276411,1140.0,5.8768945252,,,,
12,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,5,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Tannerella,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ATannerella,Porphyromonadaceae,Tannerella,,MGYA00005309,20719.0,99.9324747986,5827.0,28.1049534558,5823.0,28.0856605412,5823.0,28.0897250362,402.0,2.0723785957,5.0,0.0364033491,,
13,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,3,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,Deltaproteobacteria,Proteobacteria,Bacteria,Desulfovibrionales,Bacteria,Desulfovibrio,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio,Desulfovibrionaceae,Desulfovibrio,,MGYA00005309,20719.0,99.9324747986,639.0,3.0820431197,53.0,0.2556311195,53.0,0.2556681138,53.0,0.2732240437,3.0,0.0218420095,,
14,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,5,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Blvii28,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ABlvii28,Rikenellaceae,Blvii28,,MGYA00005309,20719.0,99.9324747986,5827.0,28.1049534558,5823.0,28.0856605412,5823.0,28.0897250362,439.0,2.2631199093,5.0,0.0364033491,,
15,organisms,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae:Gemella,1,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae:Gemella,Bacilli,Firmicutes,Bacteria,Gemellales,Bacteria,Gemella,Gemellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253AGemellales%253AGemellaceae%253AGemella,Gemellaceae,Gemella,,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,448.0,2.1608064438,2.0,0.0096478534,1.0,0.0051551706,1.0,0.0072806698,,
16,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae:Nesterenkonia,2,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae:Nesterenkonia,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Nesterenkonia,Micrococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrococcaceae%253ANesterenkonia,Micrococcaceae,Nesterenkonia,,MGYA00005309,20719.0,99.9324747986,1533.0,7.39400955,1171.0,5.6480007717,31.0,0.149541727,2.0,0.0103103413,2.0,0.0145613396,,
17,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Bacteroidaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae,Bacteroidaceae,,,MGYA00005309,20719.0,99.9324747986,5827.0,28.1049534558,5823.0,28.0856605412,5823.0,28.0897250362,3626.0,18.6926487267,,,,
18,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Epulopiscium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AEpulopiscium,Lachnospiraceae,Epulopiscium,,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,11548.0,55.6986446727,11522.0,55.5812831645,3914.0,20.1773378699,1.0,0.0072806698,,
19,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,12,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,Gammaproteobacteria,Proteobacteria,Bacteria,Pasteurellales,Bacteria,Haemophilus,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus,Pasteurellaceae,Haemophilus,,MGYA00005309,20719.0,99.9324747986,639.0,3.0820431197,194.0,0.9357063618,124.0,0.5981669079,124.0,0.6392411589,96.0,0.6989443029,,
20,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Peptostreptococcus:anaerobius,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Peptostreptococcus:anaerobius,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,anaerobius,Peptostreptococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253APeptostreptococcus%253Aanaerobius,Peptostreptococcaceae,Peptostreptococcus,anaerobius,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,11548.0,55.6986446727,11522.0,55.5812831645,90.0,0.4639653573,1.0,0.0072806698,1.0,0.0179500987
21,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,104,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,Lachnospiraceae,Ruminococcus,gnavus,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,11548.0,55.6986446727,11522.0,55.5812831645,3914.0,20.1773378699,788.0,5.7371678194,104.0,1.8668102675
22,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Shuttleworthia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia,Lachnospiraceae,Shuttleworthia,,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,11548.0,55.6986446727,11522.0,55.5812831645,3914.0,20.1773378699,15.0,0.1092100473,,
23,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,19,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,eggerthii,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aeggerthii,Bacteroidaceae,Bacteroides,eggerthii,MGYA00005309,20719.0,99.9324747986,5827.0,28.1049534558,5823.0,28.0856605412,5823.0,28.0897250362,3626.0,18.6926487267,3617.0,26.3341827448,19.0,0.3410518758
24,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Hafnia:alvei,4,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Hafnia:alvei,Gammaproteobacteria,Proteobacteria,Bacteria,Enterobacteriales,Bacteria,alvei,Hafnia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AHafnia%253Aalvei,Enterobacteriaceae,Hafnia,alvei,MGYA00005309,20719.0,99.9324747986,639.0,3.0820431197,194.0,0.9357063618,65.0,0.313555234,65.0,0.3350860913,4.0,0.0291226793,4.0,0.0718003949
25,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Corynebacteriaceae:Corynebacterium,2,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Corynebacteriaceae:Corynebacterium,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Corynebacterium,Corynebacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253ACorynebacteriaceae%253ACorynebacterium,Corynebacteriaceae,Corynebacterium,,MGYA00005309,20719.0,99.9324747986,1533.0,7.39400955,1171.0,5.6480007717,31.0,0.149541727,2.0,0.0103103413,2.0,0.0145613396,,
26,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,18,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,Bacilli,Firmicutes,Bacteria,Bacillales,Bacteria,Bacillaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae,Bacillaceae,,,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,448.0,2.1608064438,37.0,0.178485287,20.0,0.1031034127,,,,
27,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,1959,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Lachnospiraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae,Lachnospiraceae,,,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,11548.0,55.6986446727,11522.0,55.5812831645,3914.0,20.1773378699,,,,
28,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Microbacteriaceae:Leucobacter,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Microbacteriaceae:Leucobacter,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Leucobacter,Microbacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrobacteriaceae%253ALeucobacter,Microbacteriaceae,Leucobacter,,MGYA00005309,20719.0,99.9324747986,1533.0,7.39400955,1171.0,5.6480007717,31.0,0.149541727,6.0,0.0309310238,1.0,0.0072806698,,
29,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,14,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,dispar,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Adispar,Veillonellaceae,Veillonella,dispar,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,11548.0,55.6986446727,11522.0,55.5812831645,495.0,2.5518094649,26.0,0.1892974154,14.0,0.2513013822
30,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,5,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Paraprevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae,Paraprevotellaceae,,,MGYA00005309,20719.0,99.9324747986,5827.0,28.1049534558,5823.0,28.0856605412,5823.0,28.0897250362,25.0,0.1288792659,,,,
31,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,6,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ethanoligenens,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AEthanoligenens,Ruminococcaceae,Ethanoligenens,,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,11548.0,55.6986446727,11522.0,55.5812831645,5290.0,27.2708526652,6.0,0.0436840189,,
32,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bombiscardovia,1,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bombiscardovia,Actinobacteria,Actinobacteria,Bacteria,Bifidobacteriales,Bacteria,Bombiscardovia,Bifidobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABombiscardovia,Bifidobacteriaceae,Bombiscardovia,,MGYA00005309,20719.0,99.9324747986,1533.0,7.39400955,1171.0,5.6480007717,1140.0,5.499276411,1140.0,5.8768945252,1.0,0.0072806698,,
33,organisms,Bacteria:Synergistetes:Synergistia:Synergistales:Synergistaceae:Synergistes,3,Bacteria:Synergistetes:Synergistia:Synergistales:Synergistaceae:Synergistes,Synergistia,Synergistetes,Bacteria,Synergistales,Bacteria,Synergistes,Synergistaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ASynergistetes%253ASynergistia%253ASynergistales%253ASynergistaceae%253ASynergistes,Synergistaceae,Synergistes,,MGYA00005309,20719.0,99.9324747986,4.0,0.0192929147,4.0,0.0192929147,4.0,0.0192957067,4.0,0.0206206825,3.0,0.0218420095,,
34,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,348,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,biforme,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Abiforme,Erysipelotrichaceae,Eubacterium,biforme,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,700.0,3.3762600685,700.0,3.3767486734,700.0,3.6086194453,412.0,2.9996359665,348.0,6.2466343565
35,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,505,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,copri,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Acopri,Prevotellaceae,Prevotella,copri,MGYA00005309,20719.0,99.9324747986,5827.0,28.1049534558,5823.0,28.0856605412,5823.0,28.0897250362,596.0,3.0724816991,575.0,4.1863851474,505.0,9.0647998564
36,organisms,Bacteria:Proteobacteria:Betaproteobacteria:SBla14,2,Bacteria:Proteobacteria:Betaproteobacteria:SBla14,Betaproteobacteria,Proteobacteria,Bacteria,SBla14,Bacteria,SBla14,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ASBla14,,,,MGYA00005309,20719.0,99.9324747986,639.0,3.0820431197,388.0,1.8714127237,2.0,0.0096478534,,,,,,
37,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,438,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Blautia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia,Lachnospiraceae,Blautia,,MGYA00005309,20719.0,99.9324747986,12696.0,61.2357111851,11548.0,55.6986446727,11522.0,55.5812831645,3914.0,20.1773378699,482.0,3.509282854,,
