,type,id,attributes_count,attributes.lineage,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.family,attributes.hierarchy.class,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
15,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,3,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,Desulfovibrionales,Proteobacteria,Desulfovibrionaceae,Deltaproteobacteria,Bacteria,,Desulfovibrio,Bacteria,Desulfovibrio,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio,MGYA00005310,21296.0,99.9436831237,720.0,3.3790125774,35.0,0.1642652649,35.0,0.1643038212,35.0,0.1738871224,3.0,0.0209175847,,
16,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,3,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,Bacteroidales,Bacteroidetes,Rikenellaceae,Bacteroidia,Bacteria,,Blvii28,Bacteria,Blvii28,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ABlvii28,MGYA00005310,21296.0,99.9436831237,6041.0,28.3508541393,6034.0,28.319331675,6034.0,28.3259787813,387.0,1.9226947536,3.0,0.0209175847,,
17,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas,2,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas,Pseudomonadales,Proteobacteria,Pseudomonadaceae,Gammaproteobacteria,Bacteria,,Pseudomonas,Bacteria,Pseudomonas,Pseudomonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APseudomonadales%253APseudomonadaceae%253APseudomonas,MGYA00005310,21296.0,99.9436831237,720.0,3.3790125774,203.0,0.9527385366,2.0,0.0093887898,2.0,0.009936407,2.0,0.0139450565,,
18,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae:Nesterenkonia,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae:Nesterenkonia,Actinomycetales,Actinobacteria,Micrococcaceae,Actinobacteria,Bacteria,,Nesterenkonia,Bacteria,Nesterenkonia,Micrococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrococcaceae%253ANesterenkonia,MGYA00005310,21296.0,99.9436831237,1611.0,7.560540642,1275.0,5.983948937,30.0,0.1408318468,2.0,0.009936407,1.0,0.0069725282,,
19,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Oxalobacter,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Oxalobacter,Burkholderiales,Proteobacteria,Oxalobacteraceae,Betaproteobacteria,Bacteria,,Oxalobacter,Bacteria,Oxalobacter,Oxalobacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AOxalobacteraceae%253AOxalobacter,MGYA00005310,21296.0,99.9436831237,720.0,3.3790125774,475.0,2.2293143099,461.0,2.1641160454,10.0,0.049682035,1.0,0.0069725282,,
20,organisms,Bacteria:Synergistetes:Synergistia:Synergistales:TTA_B6:E6,1,Bacteria:Synergistetes:Synergistia:Synergistales:TTA_B6:E6,Synergistales,Synergistetes,TTA_B6,Synergistia,Bacteria,,E6,Bacteria,E6,TTA_B6,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ASynergistetes%253ASynergistia%253ASynergistales%253ATTA_B6%253AE6,MGYA00005310,21296.0,99.9436831237,7.0,0.0328515112,7.0,0.032853053,7.0,0.0328607642,1.0,0.0049682035,1.0,0.0069725282,,
21,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,16,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,Pasteurellales,Proteobacteria,Pasteurellaceae,Gammaproteobacteria,Bacteria,,Haemophilus,Bacteria,Haemophilus,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus,MGYA00005310,21296.0,99.9436831237,720.0,3.3790125774,203.0,0.9527385366,122.0,0.5727161769,122.0,0.6061208267,93.0,0.6484451262,,
22,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,112,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,gnavus,Ruminococcus,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,MGYA00005310,21296.0,99.9436831237,12900.0,60.5406420124,11742.0,55.1086497395,11718.0,55.0089193503,4016.0,19.9523052464,814.0,5.6756379863,112.0,1.9417475728
23,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,21,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,Bacteroidales,Bacteroidetes,Bacteroidaceae,Bacteroidia,Bacteria,eggerthii,Bacteroides,Bacteria,eggerthii,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aeggerthii,MGYA00005310,21296.0,99.9436831237,6041.0,28.3508541393,6034.0,28.319331675,6034.0,28.3259787813,3889.0,19.3213434022,3879.0,27.0464370381,21.0,0.3640776699
24,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:breve,1,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:breve,Bifidobacteriales,Actinobacteria,Bifidobacteriaceae,Actinobacteria,Bacteria,breve,Bifidobacterium,Bacteria,breve,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Abreve,MGYA00005310,21296.0,99.9436831237,1611.0,7.560540642,1275.0,5.983948937,1245.0,5.8445216412,1245.0,6.1854133545,1189.0,8.2903360759,1.0,0.0173370319
25,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,Epulopiscium,Bacteria,Epulopiscium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AEpulopiscium,MGYA00005310,21296.0,99.9436831237,12900.0,60.5406420124,11742.0,55.1086497395,11718.0,55.0089193503,4016.0,19.9523052464,2.0,0.0139450565,,
26,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Corynebacteriaceae:Corynebacterium,5,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Corynebacteriaceae:Corynebacterium,Actinomycetales,Actinobacteria,Corynebacteriaceae,Actinobacteria,Bacteria,,Corynebacterium,Bacteria,Corynebacterium,Corynebacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253ACorynebacteriaceae%253ACorynebacterium,MGYA00005310,21296.0,99.9436831237,1611.0,7.560540642,1275.0,5.983948937,30.0,0.1408318468,5.0,0.0248410175,5.0,0.0348626412,,
27,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,19,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,Bacillales,Firmicutes,Bacillaceae,Bacilli,Bacteria,,,Bacteria,Bacillaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae,MGYA00005310,21296.0,99.9436831237,12900.0,60.5406420124,457.0,2.1448350307,46.0,0.2159421651,25.0,0.1242050874,,,,
28,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,1998,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,,Bacteria,Lachnospiraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae,MGYA00005310,21296.0,99.9436831237,12900.0,60.5406420124,11742.0,55.1086497395,11718.0,55.0089193503,4016.0,19.9523052464,,,,
29,organisms,Bacteria:BRC1,1,Bacteria:BRC1,,BRC1,,,Bacteria,,,Bacteria,BRC1,Bacteria,phylum,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABRC1,MGYA00005310,21296.0,99.9436831237,1.0,0.004693073,,,,,,,,,,
30,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,17,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,Clostridiales,Firmicutes,Veillonellaceae,Clostridia,Bacteria,dispar,Veillonella,Bacteria,dispar,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Adispar,MGYA00005310,21296.0,99.9436831237,12900.0,60.5406420124,11742.0,55.1086497395,11718.0,55.0089193503,489.0,2.4294515103,33.0,0.2300934319,17.0,0.2947295423
31,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,7,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,Shuttleworthia,Bacteria,Shuttleworthia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia,MGYA00005310,21296.0,99.9436831237,12900.0,60.5406420124,11742.0,55.1086497395,11718.0,55.0089193503,4016.0,19.9523052464,16.0,0.1115604518,,
32,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,44,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,Bacteroidales,Bacteroidetes,Prevotellaceae,Bacteroidia,Bacteria,,,Bacteria,Prevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae,MGYA00005310,21296.0,99.9436831237,6041.0,28.3508541393,6034.0,28.319331675,6034.0,28.3259787813,601.0,2.9858903021,,,,
33,organisms,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,1,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,Gemellales,Firmicutes,Gemellaceae,Bacilli,Bacteria,,,Bacteria,Gemellaceae,Gemellales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253AGemellales%253AGemellaceae,MGYA00005310,21296.0,99.9436831237,12900.0,60.5406420124,457.0,2.1448350307,1.0,0.0046943949,1.0,0.0049682035,,,,
34,organisms,Bacteria:Actinobacteria:OPB41,2,Bacteria:Actinobacteria:OPB41,,Actinobacteria,,OPB41,Bacteria,,,Bacteria,OPB41,Actinobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AOPB41,MGYA00005310,21296.0,99.9436831237,1611.0,7.560540642,2.0,0.0093865866,,,,,,,,
35,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,336,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,Erysipelotrichales,Firmicutes,Erysipelotrichaceae,Erysipelotrichi,Bacteria,biforme,Eubacterium,Bacteria,biforme,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Abiforme,MGYA00005310,21296.0,99.9436831237,12900.0,60.5406420124,701.0,3.289998592,701.0,3.2907708196,701.0,3.4827106518,388.0,2.7053409566,336.0,5.8252427184
36,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:ginsengihumi,2,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus:ginsengihumi,Bacillales,Firmicutes,Bacillaceae,Bacilli,Bacteria,ginsengihumi,Bacillus,Bacteria,ginsengihumi,Bacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae%253ABacillus%253Aginsengihumi,MGYA00005310,21296.0,99.9436831237,12900.0,60.5406420124,457.0,2.1448350307,46.0,0.2159421651,25.0,0.1242050874,6.0,0.0418351694,2.0,0.0346740638
37,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,495,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,Bacteroidales,Bacteroidetes,Prevotellaceae,Bacteroidia,Bacteria,copri,Prevotella,Bacteria,copri,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Acopri,MGYA00005310,21296.0,99.9436831237,6041.0,28.3508541393,6034.0,28.319331675,6034.0,28.3259787813,601.0,2.9858903021,566.0,3.9464509831,495.0,8.5818307906
38,organisms,Bacteria:Proteobacteria:Betaproteobacteria:SBla14,2,Bacteria:Proteobacteria:Betaproteobacteria:SBla14,SBla14,Proteobacteria,,Betaproteobacteria,Bacteria,,,Bacteria,SBla14,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ASBla14,MGYA00005310,21296.0,99.9436831237,720.0,3.3790125774,475.0,2.2293143099,2.0,0.0093887898,,,,,,
