,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
16,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Planococcaceae,1,Bacteria:Firmicutes:Bacilli:Bacillales:Planococcaceae,Bacilli,Firmicutes,Bacteria,Bacillales,Bacteria,Planococcaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253APlanococcaceae,Planococcaceae,,,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,33.0,0.0725179097,4.0,0.0087919817,1.0,0.002323582,,,,
17,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,Gammaproteobacteria,Proteobacteria,Bacteria,Pasteurellales,Bacteria,Haemophilus,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus,Pasteurellaceae,Haemophilus,,MGYA00005323,45506.0,100.0,1813.0,3.9840900101,23.0,0.0505427856,10.0,0.0219799543,10.0,0.0232358203,9.0,0.0277187471,,
18,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,464,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,Lachnospiraceae,Ruminococcus,gnavus,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,29676.0,65.2133784556,29657.0,65.1859504132,16443.0,38.2066593861,990.0,3.0490621824,464.0,4.8929663609
19,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,71,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Succiniclasticum,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASucciniclasticum,Veillonellaceae,Succiniclasticum,,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,29676.0,65.2133784556,29657.0,65.1859504132,2281.0,5.3000906197,71.0,0.2186701161,,
20,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,283,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,eggerthii,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aeggerthii,Bacteroidaceae,Bacteroides,eggerthii,MGYA00005323,45506.0,100.0,13042.0,28.6599569288,13040.0,28.6555619039,13040.0,28.6618603833,9900.0,23.0034621372,9842.0,30.3119898981,283.0,2.9842876727
21,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Epulopiscium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AEpulopiscium,Lachnospiraceae,Epulopiscium,,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,29676.0,65.2133784556,29657.0,65.1859504132,16443.0,38.2066593861,4.0,0.0123194432,,
22,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Corynebacteriaceae:Corynebacterium,2,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Corynebacteriaceae:Corynebacterium,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Corynebacterium,Corynebacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253ACorynebacteriaceae%253ACorynebacterium,Corynebacteriaceae,Corynebacterium,,MGYA00005323,45506.0,100.0,782.0,1.7184547093,127.0,0.2790840768,18.0,0.0395639177,2.0,0.0046471641,2.0,0.0061597216,,
23,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,7036,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Lachnospiraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae,Lachnospiraceae,,,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,29676.0,65.2133784556,29657.0,65.1859504132,16443.0,38.2066593861,,,,
24,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,16,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,dispar,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Adispar,Veillonellaceae,Veillonella,dispar,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,29676.0,65.2133784556,29657.0,65.1859504132,2281.0,5.3000906197,34.0,0.1047152669,16.0,0.168722978
25,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,37,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Shuttleworthia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia,Lachnospiraceae,Shuttleworthia,,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,29676.0,65.2133784556,29657.0,65.1859504132,16443.0,38.2066593861,114.0,0.3511041301,,
26,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,2,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,Bacilli,Firmicutes,Bacteria,Bacillales,Bacteria,Staphylococcus,Staphylococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AStaphylococcus,Staphylococcaceae,Staphylococcus,,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,33.0,0.0725179097,4.0,0.0087919817,2.0,0.0046471641,2.0,0.0061597216,,
27,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Leuconostocaceae:Oenococcus:kitaharae,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Leuconostocaceae:Oenococcus:kitaharae,Bacilli,Firmicutes,Bacteria,Lactobacillales,Bacteria,kitaharae,Oenococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253ALeuconostocaceae%253AOenococcus%253Akitaharae,Leuconostocaceae,Oenococcus,kitaharae,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,33.0,0.0725179097,28.0,0.061543872,1.0,0.002323582,1.0,0.0030798608,1.0,0.0105451861
28,organisms,Bacteria:Actinobacteria:OPB41,3,Bacteria:Actinobacteria:OPB41,OPB41,Actinobacteria,Bacteria,,Bacteria,OPB41,Actinobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AOPB41,,,,MGYA00005323,45506.0,100.0,782.0,1.7184547093,3.0,0.0065925372,,,,,,,,
29,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:hiranonis,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:hiranonis,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,hiranonis,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Ahiranonis,Clostridiaceae,Clostridium,hiranonis,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,29676.0,65.2133784556,29657.0,65.1859504132,872.0,2.0261635337,375.0,1.1549477964,1.0,0.0105451861
30,organisms,Bacteria:OP8:OP8_2,1,Bacteria:OP8:OP8_2,OP8_2,OP8,Bacteria,,Bacteria,OP8_2,OP8,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AOP8%253AOP8_2,,,,MGYA00005323,45506.0,100.0,1.0,0.0021975124,1.0,0.0021975124,,,,,,,,
31,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae:Burkholderia,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae:Burkholderia,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Burkholderia,Burkholderiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253ABurkholderiaceae%253ABurkholderia,Burkholderiaceae,Burkholderia,,MGYA00005323,45506.0,100.0,1813.0,3.9840900101,1592.0,3.4984397662,1553.0,3.4134868999,3.0,0.0069707461,1.0,0.0030798608,,
32,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,1172,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,copri,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Acopri,Prevotellaceae,Prevotella,copri,MGYA00005323,45506.0,100.0,13042.0,28.6599569288,13040.0,28.6555619039,13040.0,28.6618603833,1258.0,2.9230661989,1291.0,3.9761002803,1172.0,12.3589581356
33,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,1564,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Blautia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia,Lachnospiraceae,Blautia,,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,29676.0,65.2133784556,29657.0,65.1859504132,16443.0,38.2066593861,1799.0,5.5406695617,,
34,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,13,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ethanoligenens,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AEthanoligenens,Ruminococcaceae,Ethanoligenens,,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,29676.0,65.2133784556,29657.0,65.1859504132,7582.0,17.6173989823,13.0,0.0400381903,,
35,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales,2379,Bacteria:Firmicutes:Clostridia:Clostridiales,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Clostridiales,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales,,,,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,29676.0,65.2133784556,29657.0,65.1859504132,,,,,,
36,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,27,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,obeum,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aobeum,Lachnospiraceae,Blautia,obeum,MGYA00005323,45506.0,100.0,29845.0,65.5847580539,29676.0,65.2133784556,29657.0,65.1859504132,16443.0,38.2066593861,1799.0,5.5406695617,27.0,0.2847200253
37,organisms,Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium,4,Bacteria:Fusobacteria:Fusobacteriia:Fusobacteriales:Fusobacteriaceae:Fusobacterium,Fusobacteriia,Fusobacteria,Bacteria,Fusobacteriales,Bacteria,Fusobacterium,Fusobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFusobacteria%253AFusobacteriia%253AFusobacteriales%253AFusobacteriaceae%253AFusobacterium,Fusobacteriaceae,Fusobacterium,,MGYA00005323,45506.0,100.0,4.0,0.0087900497,4.0,0.0087900497,4.0,0.0087919817,4.0,0.0092943281,4.0,0.0123194432,,
38,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,2,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,Flavobacteriia,Bacteroidetes,Bacteria,Flavobacteriales,Bacteria,Cryomorphaceae,Flavobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253ACryomorphaceae,Cryomorphaceae,,,MGYA00005323,45506.0,100.0,13042.0,28.6599569288,2.0,0.0043950248,2.0,0.0043959909,2.0,0.0046471641,,,,
39,organisms,Bacteria:Dictyoglomi:Dictyoglomia:Dictyoglomales:Dictyoglomaceae:Dictyoglomus,1,Bacteria:Dictyoglomi:Dictyoglomia:Dictyoglomales:Dictyoglomaceae:Dictyoglomus,Dictyoglomia,Dictyoglomi,Bacteria,Dictyoglomales,Bacteria,Dictyoglomus,Dictyoglomaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ADictyoglomi%253ADictyoglomia%253ADictyoglomales%253ADictyoglomaceae%253ADictyoglomus,Dictyoglomaceae,Dictyoglomus,,MGYA00005323,45506.0,100.0,1.0,0.0021975124,1.0,0.0021975124,1.0,0.0021979954,1.0,0.002323582,1.0,0.0030798608,,
