,type,id,attributes_count,attributes.lineage,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.class,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
10,organisms,Bacteria:Synergistetes:Synergistia:Synergistales:Anaerobaculaceae:Anaerobaculum,1,Bacteria:Synergistetes:Synergistia:Synergistales:Anaerobaculaceae:Anaerobaculum,Bacteria,Synergistales,Synergistetes,Synergistia,Anaerobaculaceae,Anaerobaculum,Bacteria,Anaerobaculum,Anaerobaculaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ASynergistetes%253ASynergistia%253ASynergistales%253AAnaerobaculaceae%253AAnaerobaculum,,MGYA00005324,29420.0,100.0,2.0,0.0067980965,2.0,0.0067983276,2.0,0.0067994832,1.0,0.0036248958,1.0,0.0045006526,,
11,organisms,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,16,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,Bacteria,Turicibacterales,Firmicutes,Bacilli,Turicibacteraceae,Turicibacter,Bacteria,Turicibacter,Turicibacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ATuricibacterales%253ATuricibacteraceae%253ATuricibacter,,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,69.0,0.2345423026,16.0,0.0543958659,16.0,0.0579983325,16.0,0.0720104415,,
12,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,10,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,Bacteria,Bifidobacteriales,Actinobacteria,Actinobacteria,Bifidobacteriaceae,,Bacteria,Bifidobacteriaceae,Bifidobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae,,MGYA00005324,29420.0,100.0,123.0,0.4180829368,80.0,0.2719331045,76.0,0.2583803631,76.0,0.2754920796,,,,
13,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,25,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Porphyromonadaceae,Tannerella,Bacteria,Tannerella,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ATannerella,,MGYA00005324,29420.0,100.0,13581.0,46.1624745071,13576.0,46.1470478262,13576.0,46.1548922282,1115.0,4.0417587994,25.0,0.1125163149,,
14,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,7,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,Bacteria,Desulfovibrionales,Proteobacteria,Deltaproteobacteria,Desulfovibrionaceae,Desulfovibrio,Bacteria,Desulfovibrio,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio,,MGYA00005324,29420.0,100.0,759.0,2.5798776343,134.0,0.45548795,134.0,0.455565377,134.0,0.4857360351,8.0,0.0360052208,,
15,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,3,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Rikenellaceae,Blvii28,Bacteria,Blvii28,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ABlvii28,,MGYA00005324,29420.0,100.0,13581.0,46.1624745071,13576.0,46.1470478262,13576.0,46.1548922282,474.0,1.7182006017,3.0,0.0135019578,,
16,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Allobaculum,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Allobaculum,Bacteria,Erysipelotrichales,Firmicutes,Erysipelotrichi,Erysipelotrichaceae,Allobaculum,Bacteria,Allobaculum,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AAllobaculum,,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,395.0,1.3426697033,395.0,1.3428979398,395.0,1.4318338348,1.0,0.0045006526,,
17,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,2,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,Bacteria,Pasteurellales,Proteobacteria,Gammaproteobacteria,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus,,MGYA00005324,29420.0,100.0,759.0,2.5798776343,31.0,0.105374078,9.0,0.0305976746,9.0,0.0326240621,8.0,0.0360052208,,
18,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Polaribacter,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Polaribacter,Bacteria,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,Polaribacter,Bacteria,Polaribacter,Flavobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253APolaribacter,,MGYA00005324,29420.0,100.0,13581.0,46.1624745071,3.0,0.0101974914,3.0,0.0101992249,3.0,0.0108746874,1.0,0.0045006526,,
19,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,140,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Ruminococcus,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,gnavus,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,14384.0,48.8935721812,14381.0,48.891684232,6625.0,24.0149345706,515.0,2.3178360862,140.0,2.1482277121
20,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,Bacteria,Clostridiales,Firmicutes,Clostridia,Veillonellaceae,Succiniclasticum,Bacteria,Succiniclasticum,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASucciniclasticum,,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,14384.0,48.8935721812,14381.0,48.891684232,380.0,1.377460398,3.0,0.0135019578,,
21,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,154,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,eggerthii,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aeggerthii,eggerthii,MGYA00005324,29420.0,100.0,13581.0,46.1624745071,13576.0,46.1470478262,13576.0,46.1548922282,11162.0,40.4610867438,11066.0,49.8042216121,154.0,2.3630504834
22,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:celatum,8,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:celatum,Bacteria,Clostridiales,Firmicutes,Clostridia,Clostridiaceae,Clostridium,Bacteria,celatum,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Acelatum,celatum,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,14384.0,48.8935721812,14381.0,48.891684232,324.0,1.1744662341,119.0,0.5355776588,8.0,0.1227558693
23,organisms,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae:Victivallis:vadensis,1,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae:Victivallis:vadensis,Bacteria,Victivallales,Lentisphaerae,Lentisphaeria,Victivallaceae,Victivallis,Bacteria,vadensis,Victivallis,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ALentisphaerae%253ALentisphaeria%253AVictivallales%253AVictivallaceae%253AVictivallis%253Avadensis,vadensis,MGYA00005324,29420.0,100.0,9.0,0.0305914344,9.0,0.0305924743,9.0,0.0305976746,9.0,0.0326240621,1.0,0.0045006526,1.0,0.0153444837
24,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,5,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,Bacteria,Bacillales,Firmicutes,Bacilli,Bacillaceae,,Bacteria,Bacillaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae,,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,69.0,0.2345423026,13.0,0.0441966411,6.0,0.0217493747,,,,
25,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,2413,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,,Bacteria,Lachnospiraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae,,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,14384.0,48.8935721812,14381.0,48.891684232,6625.0,24.0149345706,,,,
26,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,5,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,Bacteria,Clostridiales,Firmicutes,Clostridia,Veillonellaceae,Veillonella,Bacteria,dispar,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Adispar,dispar,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,14384.0,48.8935721812,14381.0,48.891684232,380.0,1.377460398,9.0,0.0405058734,5.0,0.0767224183
27,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,17,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Shuttleworthia,Bacteria,Shuttleworthia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia,,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,14384.0,48.8935721812,14381.0,48.891684232,6625.0,24.0149345706,24.0,0.1080156623,,
28,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,Bacteria,Clostridiales,Firmicutes,Clostridia,Ruminococcaceae,Ethanoligenens,Bacteria,Ethanoligenens,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AEthanoligenens,,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,14384.0,48.8935721812,14381.0,48.891684232,5406.0,19.5961866096,3.0,0.0135019578,,
29,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,10,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Prevotellaceae,,Bacteria,Prevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae,,MGYA00005324,29420.0,100.0,13581.0,46.1624745071,13576.0,46.1470478262,13576.0,46.1548922282,253.0,0.9170986334,,,,
30,organisms,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,1,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,Bacteria,Gemellales,Firmicutes,Bacilli,Gemellaceae,,Bacteria,Gemellaceae,Gemellales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253AGemellales%253AGemellaceae,,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,69.0,0.2345423026,1.0,0.0033997416,1.0,0.0036248958,,,,
31,organisms,Bacteria:Actinobacteria:OPB41,2,Bacteria:Actinobacteria:OPB41,Bacteria,,Actinobacteria,OPB41,,,Bacteria,OPB41,Actinobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AOPB41,,MGYA00005324,29420.0,100.0,123.0,0.4180829368,2.0,0.0067983276,,,,,,,,
32,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,20,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,Bacteria,Erysipelotrichales,Firmicutes,Erysipelotrichi,Erysipelotrichaceae,Eubacterium,Bacteria,biforme,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Abiforme,biforme,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,395.0,1.3426697033,395.0,1.3428979398,395.0,1.4318338348,33.0,0.1485215356,20.0,0.3068896732
33,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Varibaculum,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Varibaculum,Bacteria,Actinomycetales,Actinobacteria,Actinobacteria,Actinomycetaceae,Varibaculum,Bacteria,Varibaculum,Actinomycetaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AActinomycetaceae%253AVaribaculum,,MGYA00005324,29420.0,100.0,123.0,0.4180829368,80.0,0.2719331045,4.0,0.0135989665,2.0,0.0072497916,1.0,0.0045006526,,
34,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,152,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Prevotellaceae,Prevotella,Bacteria,copri,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Acopri,copri,MGYA00005324,29420.0,100.0,13581.0,46.1624745071,13576.0,46.1470478262,13576.0,46.1548922282,253.0,0.9170986334,286.0,1.2871866421,152.0,2.332361516
35,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,490,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Blautia,Bacteria,Blautia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia,,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,14384.0,48.8935721812,14381.0,48.891684232,6625.0,24.0149345706,572.0,2.5743732841,,
36,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,Bacteria,Bacillales,Firmicutes,Bacilli,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus,Staphylococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AStaphylococcus,,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,69.0,0.2345423026,13.0,0.0441966411,1.0,0.0036248958,1.0,0.0045006526,,
37,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales,1567,Bacteria:Firmicutes:Clostridia:Clostridiales,Bacteria,Clostridiales,Firmicutes,Clostridia,,,Bacteria,Clostridiales,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales,,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,14384.0,48.8935721812,14381.0,48.891684232,,,,,,
38,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,42,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Blautia,Bacteria,obeum,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aobeum,obeum,MGYA00005324,29420.0,100.0,14848.0,50.4690686608,14384.0,48.8935721812,14381.0,48.891684232,6625.0,24.0149345706,572.0,2.5743732841,42.0,0.6444683136
