,type,id,attributes_count,attributes.lineage,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.family,attributes.hierarchy.class,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
10,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Alicyclobacillaceae:Alicyclobacillus:pomorum,1,Bacteria:Firmicutes:Bacilli:Bacillales:Alicyclobacillaceae:Alicyclobacillus:pomorum,Bacillales,Firmicutes,Alicyclobacillaceae,Bacilli,Bacteria,pomorum,Alicyclobacillus,Bacteria,pomorum,Alicyclobacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AAlicyclobacillaceae%253AAlicyclobacillus%253Apomorum,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,47.0,0.2169497784,7.0,0.0323161442,1.0,0.0050906129,1.0,0.0067145639,1.0,0.0239865675
11,organisms,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,5,Bacteria:Firmicutes:Bacilli:Turicibacterales:Turicibacteraceae:Turicibacter,Turicibacterales,Firmicutes,Turicibacteraceae,Bacilli,Bacteria,,Turicibacter,Bacteria,Turicibacter,Turicibacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ATuricibacterales%253ATuricibacteraceae%253ATuricibacter,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,47.0,0.2169497784,5.0,0.0230829602,5.0,0.0254530645,5.0,0.0335728194,,
12,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,9,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Bifidobacteriaceae,Actinobacteria,Bacteria,,,Bacteria,Bifidobacteriaceae,Bifidobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae,MGYA00005320,21657.0,99.9676883309,327.0,1.5094165436,220.0,1.0155096012,214.0,0.9879506948,214.0,1.0893911627,,,,
13,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,13,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,Bacteroidales,Bacteroidetes,Porphyromonadaceae,Bacteroidia,Bacteria,,Tannerella,Bacteria,Tannerella,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ATannerella,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,418.0,2.1278761963,13.0,0.0872893306,,
14,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,50,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,Desulfovibrionales,Proteobacteria,Desulfovibrionaceae,Deltaproteobacteria,Bacteria,,Desulfovibrio,Bacteria,Desulfovibrio,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio,MGYA00005320,21657.0,99.9676883309,1387.0,6.4023264402,77.0,0.3554283604,77.0,0.3554775864,77.0,0.3919771941,52.0,0.3491573222,,
15,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,5,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,Bacteroidales,Bacteroidetes,Rikenellaceae,Bacteroidia,Bacteria,,Blvii28,Bacteria,Blvii28,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ABlvii28,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,364.0,1.8529830992,5.0,0.0335728194,,
16,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Anaerovibrio,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Anaerovibrio,Clostridiales,Firmicutes,Veillonellaceae,Clostridia,Bacteria,,Anaerovibrio,Bacteria,Anaerovibrio,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AAnaerovibrio,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,519.0,2.6420281002,2.0,0.0134291278,,
17,organisms,Bacteria:Actinobacteria:Nitriliruptoria:Euzebyales:Euzebyaceae:Euzebya,1,Bacteria:Actinobacteria:Nitriliruptoria:Euzebyales:Euzebyaceae:Euzebya,Euzebyales,Actinobacteria,Euzebyaceae,Nitriliruptoria,Bacteria,,Euzebya,Bacteria,Euzebya,Euzebyaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ANitriliruptoria%253AEuzebyales%253AEuzebyaceae%253AEuzebya,MGYA00005320,21657.0,99.9676883309,327.0,1.5094165436,1.0,0.0046159527,1.0,0.004616592,1.0,0.0050906129,1.0,0.0067145639,,
18,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Sufflavibacter:maritimus,2,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Sufflavibacter:maritimus,Flavobacteriales,Bacteroidetes,Flavobacteriaceae,Flavobacteriia,Bacteria,maritimus,Sufflavibacter,Bacteria,maritimus,Sufflavibacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253ASufflavibacter%253Amaritimus,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,3.0,0.0138478582,3.0,0.0138497761,2.0,0.0101812258,2.0,0.0134291278,2.0,0.047973135
19,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,128,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,gnavus,Ruminococcus,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4517.0,22.9942985135,1293.0,8.6819311086,128.0,3.0702806428
20,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,Clostridiales,Firmicutes,Veillonellaceae,Clostridia,Bacteria,,Succiniclasticum,Bacteria,Succiniclasticum,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASucciniclasticum,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,519.0,2.6420281002,4.0,0.0268582556,,
21,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,12,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,Shuttleworthia,Bacteria,Shuttleworthia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4517.0,22.9942985135,23.0,0.1544349694,,
22,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,14,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,Bacteroidales,Bacteroidetes,Bacteroidaceae,Bacteroidia,Bacteria,eggerthii,Bacteroides,Bacteria,eggerthii,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aeggerthii,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,5627.0,28.6448788434,5593.0,37.5545558316,14.0,0.3358119453
23,organisms,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae:Victivallis:vadensis,1,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae:Victivallis:vadensis,Victivallales,Lentisphaerae,Victivallaceae,Lentisphaeria,Bacteria,vadensis,Victivallis,Bacteria,vadensis,Victivallis,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ALentisphaerae%253ALentisphaeria%253AVictivallales%253AVictivallaceae%253AVictivallis%253Avadensis,MGYA00005320,21657.0,99.9676883309,6.0,0.0276957164,6.0,0.0276957164,6.0,0.0276995522,6.0,0.0305436775,1.0,0.0067145639,1.0,0.0239865675
24,organisms,Bacteria:Synergistetes:Synergistia:Synergistales,1,Bacteria:Synergistetes:Synergistia:Synergistales,Synergistales,Synergistetes,,Synergistia,Bacteria,,,Bacteria,Synergistales,Synergistia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ASynergistetes%253ASynergistia%253ASynergistales,MGYA00005320,21657.0,99.9676883309,2.0,0.0092319055,2.0,0.0092319055,2.0,0.0092331841,,,,,,
25,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,2077,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,,Bacteria,Lachnospiraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4517.0,22.9942985135,,,,
26,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,11,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,Clostridiales,Firmicutes,Veillonellaceae,Clostridia,Bacteria,dispar,Veillonella,Bacteria,dispar,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Adispar,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,519.0,2.6420281002,18.0,0.12086215,11.0,0.2638522427
27,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,4,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,Bacteroidales,Bacteroidetes,Paraprevotellaceae,Bacteroidia,Bacteria,,,Bacteria,Paraprevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,91.0,0.4632457748,,,,
28,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:nanceiensis,6,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:nanceiensis,Bacteroidales,Bacteroidetes,Prevotellaceae,Bacteroidia,Bacteria,nanceiensis,Prevotella,Bacteria,nanceiensis,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Ananceiensis,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,1433.0,7.2948482997,1436.0,9.6421137447,6.0,0.1439194051
29,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,6,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,Bacteroidales,Bacteroidetes,Prevotellaceae,Bacteroidia,Bacteria,,,Bacteria,Prevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,1433.0,7.2948482997,,,,
30,organisms,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,5,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,Gemellales,Firmicutes,Gemellaceae,Bacilli,Bacteria,,,Bacteria,Gemellaceae,Gemellales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253AGemellales%253AGemellaceae,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,47.0,0.2169497784,6.0,0.0276995522,6.0,0.0305436775,,,,
31,organisms,Bacteria:Actinobacteria:OPB41,3,Bacteria:Actinobacteria:OPB41,,Actinobacteria,,OPB41,Bacteria,,,Bacteria,OPB41,Actinobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AOPB41,MGYA00005320,21657.0,99.9676883309,327.0,1.5094165436,3.0,0.0138478582,,,,,,,,
32,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,2,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,Erysipelotrichales,Firmicutes,Erysipelotrichaceae,Erysipelotrichi,Bacteria,biforme,Eubacterium,Bacteria,biforme,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Abiforme,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,325.0,1.5001846381,325.0,1.5003924103,325.0,1.6544491957,4.0,0.0268582556,2.0,0.047973135
33,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:barnesiae,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:barnesiae,Bacteroidales,Bacteroidetes,Bacteroidaceae,Bacteroidia,Bacteria,barnesiae,Bacteroides,Bacteria,barnesiae,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Abarnesiae,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,5627.0,28.6448788434,5593.0,37.5545558316,1.0,0.0239865675
34,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,Bacillales,Firmicutes,Staphylococcaceae,Bacilli,Bacteria,,Staphylococcus,Bacteria,Staphylococcus,Staphylococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AStaphylococcus,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,47.0,0.2169497784,7.0,0.0323161442,1.0,0.0050906129,1.0,0.0067145639,,
35,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,1235,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,Bacteroidales,Bacteroidetes,Prevotellaceae,Bacteroidia,Bacteria,copri,Prevotella,Bacteria,copri,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Acopri,MGYA00005320,21657.0,99.9676883309,8431.0,38.9170974889,8428.0,38.9032496307,8428.0,38.9086376437,1433.0,7.2948482997,1436.0,9.6421137447,1235.0,29.6234108899
36,organisms,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae:Gemella,1,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae:Gemella,Gemellales,Firmicutes,Gemellaceae,Bacilli,Bacteria,,Gemella,Bacteria,Gemella,Gemellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253AGemellales%253AGemellaceae%253AGemella,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,47.0,0.2169497784,6.0,0.0276995522,6.0,0.0305436775,1.0,0.0067145639,,
37,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,286,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,Clostridiales,Firmicutes,Lachnospiraceae,Clostridia,Bacteria,,Blautia,Bacteria,Blautia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4517.0,22.9942985135,336.0,2.2560934667,,
38,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,Clostridiales,Firmicutes,Ruminococcaceae,Clostridia,Bacteria,,Ethanoligenens,Bacteria,Ethanoligenens,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AEthanoligenens,MGYA00005320,21657.0,99.9676883309,11488.0,53.0280649926,11116.0,51.3109305761,11112.0,51.2995706569,4267.0,21.7216452861,1.0,0.0067145639,,
