,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
10,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Tannerella,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ATannerella,Porphyromonadaceae,Tannerella,,MGYA00005311,17598.0,99.9432076329,6819.0,38.7267151295,6818.0,38.7210358928,6818.0,38.7320343123,3637.0,22.0731929356,2.0,0.014959982,,
11,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,16,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,Deltaproteobacteria,Proteobacteria,Bacteria,Desulfovibrionales,Bacteria,Desulfovibrio,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio,Desulfovibrionaceae,Desulfovibrio,,MGYA00005311,17598.0,99.9432076329,1128.0,6.4061790095,22.0,0.1249432076,22.0,0.1249786968,22.0,0.1335194514,16.0,0.1196798564,,
12,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae:Burkholderia,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae:Burkholderia,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Burkholderia,Burkholderiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253ABurkholderiaceae%253ABurkholderia,Burkholderiaceae,Burkholderia,,MGYA00005311,17598.0,99.9432076329,1128.0,6.4061790095,1000.0,5.6792367106,978.0,5.5558711583,1.0,0.006069066,1.0,0.007479991,,
13,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Streptomycetaceae:Streptomyces:mirabilis,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Streptomycetaceae:Streptomyces:mirabilis,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,mirabilis,Streptomyces,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AStreptomycetaceae%253AStreptomyces%253Amirabilis,Streptomycetaceae,Streptomyces,mirabilis,MGYA00005311,17598.0,99.9432076329,954.0,5.4179918219,938.0,5.3271240345,15.0,0.0852127478,1.0,0.006069066,1.0,0.007479991,1.0,0.0443066017
14,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Allobaculum,23,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Allobaculum,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,Allobaculum,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AAllobaculum,Erysipelotrichaceae,Allobaculum,,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,103.0,0.5849613812,103.0,0.5851275351,103.0,0.625113795,23.0,0.1720397936,,
15,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae:Nesterenkonia,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Micrococcaceae:Nesterenkonia,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Nesterenkonia,Micrococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253AMicrococcaceae%253ANesterenkonia,Micrococcaceae,Nesterenkonia,,MGYA00005311,17598.0,99.9432076329,954.0,5.4179918219,938.0,5.3271240345,15.0,0.0852127478,3.0,0.0182071979,1.0,0.007479991,,
16,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Anaerovibrio,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Anaerovibrio,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Anaerovibrio,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AAnaerovibrio,Veillonellaceae,Anaerovibrio,,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,8416.0,47.7964561563,8410.0,47.7759472817,1192.0,7.2343266371,2.0,0.014959982,,
17,organisms,Bacteria:Actinobacteria:Nitriliruptoria:Euzebyales:Euzebyaceae:Euzebya,1,Bacteria:Actinobacteria:Nitriliruptoria:Euzebyales:Euzebyaceae:Euzebya,Nitriliruptoria,Actinobacteria,Bacteria,Euzebyales,Bacteria,Euzebya,Euzebyaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ANitriliruptoria%253AEuzebyales%253AEuzebyaceae%253AEuzebya,Euzebyaceae,Euzebya,,MGYA00005311,17598.0,99.9432076329,954.0,5.4179918219,1.0,0.0056792367,1.0,0.0056808499,1.0,0.006069066,1.0,0.007479991,,
18,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Massilia:aerolata,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Massilia:aerolata,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,aerolata,Massilia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AOxalobacteraceae%253AMassilia%253Aaerolata,Oxalobacteraceae,Massilia,aerolata,MGYA00005311,17598.0,99.9432076329,1128.0,6.4061790095,1000.0,5.6792367106,978.0,5.5558711583,16.0,0.0971050555,1.0,0.007479991,1.0,0.0443066017
19,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,104,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,Lachnospiraceae,Ruminococcus,gnavus,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,8416.0,47.7964561563,8410.0,47.7759472817,4036.0,24.4947502579,336.0,2.5132769841,104.0,4.6078865751
20,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Succiniclasticum,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASucciniclasticum,Veillonellaceae,Succiniclasticum,,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,8416.0,47.7964561563,8410.0,47.7759472817,1192.0,7.2343266371,1.0,0.007479991,,
21,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,eggerthii,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aeggerthii,Bacteroidaceae,Bacteroides,eggerthii,MGYA00005311,17598.0,99.9432076329,6819.0,38.7267151295,6818.0,38.7210358928,6818.0,38.7320343123,2580.0,15.6581902045,2543.0,19.0216171741,1.0,0.0443066017
22,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Hafnia:alvei,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Hafnia:alvei,Gammaproteobacteria,Proteobacteria,Bacteria,Enterobacteriales,Bacteria,alvei,Hafnia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AHafnia%253Aalvei,Enterobacteriaceae,Hafnia,alvei,MGYA00005311,17598.0,99.9432076329,1128.0,6.4061790095,69.0,0.391867333,52.0,0.2954041925,52.0,0.3155914305,2.0,0.014959982,2.0,0.0886132034
23,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:luteciae,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus:luteciae,Bacilli,Firmicutes,Bacteria,Lactobacillales,Bacteria,luteciae,Streptococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus%253Aluteciae,Streptococcaceae,Streptococcus,luteciae,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,87.0,0.4940935938,69.0,0.39197864,64.0,0.3884202221,64.0,0.4787194255,1.0,0.0443066017
24,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,4,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,Bacilli,Firmicutes,Bacteria,Bacillales,Bacteria,Bacillaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae,Bacillaceae,,,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,87.0,0.4940935938,8.0,0.0454467988,4.0,0.0242762639,,,,
25,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:Finegoldia,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:Finegoldia,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Finegoldia,Tissierellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ATissierellaceae%253AFinegoldia,Tissierellaceae,Finegoldia,,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,8416.0,47.7964561563,8410.0,47.7759472817,4.0,0.0242762639,1.0,0.007479991,,
26,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,1455,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Lachnospiraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae,Lachnospiraceae,,,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,8416.0,47.7964561563,8410.0,47.7759472817,4036.0,24.4947502579,,,,
27,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:breve,2,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:breve,Actinobacteria,Actinobacteria,Bacteria,Bifidobacteriales,Bacteria,breve,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Abreve,Bifidobacteriaceae,Bifidobacterium,breve,MGYA00005311,17598.0,99.9432076329,954.0,5.4179918219,938.0,5.3271240345,923.0,5.2434244163,923.0,5.601747891,860.0,6.4327922806,2.0,0.0886132034
28,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,dispar,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Adispar,Veillonellaceae,Veillonella,dispar,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,8416.0,47.7964561563,8410.0,47.7759472817,1192.0,7.2343266371,22.0,0.1645598025,3.0,0.1329198051
29,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,17,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Shuttleworthia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia,Lachnospiraceae,Shuttleworthia,,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,8416.0,47.7964561563,8410.0,47.7759472817,4036.0,24.4947502579,34.0,0.2543196948,,
30,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ethanoligenens,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AEthanoligenens,Ruminococcaceae,Ethanoligenens,,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,8416.0,47.7964561563,8410.0,47.7759472817,2033.0,12.3384111185,1.0,0.007479991,,
31,organisms,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,3,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,Bacilli,Firmicutes,Bacteria,Gemellales,Bacteria,Gemellaceae,Gemellales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253AGemellales%253AGemellaceae,Gemellaceae,,,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,87.0,0.4940935938,4.0,0.0227233994,3.0,0.0182071979,,,,
32,organisms,Bacteria:Actinobacteria:OPB41,1,Bacteria:Actinobacteria:OPB41,OPB41,Actinobacteria,Bacteria,,Bacteria,OPB41,Actinobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AOPB41,,,,MGYA00005311,17598.0,99.9432076329,954.0,5.4179918219,1.0,0.0056792367,,,,,,,,
33,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,4,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,biforme,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Abiforme,Erysipelotrichaceae,Eubacterium,biforme,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,103.0,0.5849613812,103.0,0.5851275351,103.0,0.625113795,14.0,0.1047198743,4.0,0.1772264067
34,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Marvinbryantia:formatexigens,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Marvinbryantia:formatexigens,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,formatexigens,Marvinbryantia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AMarvinbryantia%253Aformatexigens,Lachnospiraceae,Marvinbryantia,formatexigens,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,8416.0,47.7964561563,8410.0,47.7759472817,4036.0,24.4947502579,1.0,0.007479991,1.0,0.0443066017
35,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succinispira:mobilis,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succinispira:mobilis,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,mobilis,Succinispira,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASuccinispira%253Amobilis,Veillonellaceae,Succinispira,mobilis,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,8416.0,47.7964561563,8410.0,47.7759472817,1192.0,7.2343266371,3.0,0.0224399731,3.0,0.1329198051
36,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,127,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,copri,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Acopri,Prevotellaceae,Prevotella,copri,MGYA00005311,17598.0,99.9432076329,6819.0,38.7267151295,6818.0,38.7210358928,6818.0,38.7320343123,172.0,1.043879347,178.0,1.3314384023,127.0,5.6269384138
37,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,409,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Blautia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia,Lachnospiraceae,Blautia,,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,8416.0,47.7964561563,8410.0,47.7759472817,4036.0,24.4947502579,457.0,3.418355898,,
38,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,Bacilli,Firmicutes,Bacteria,Bacillales,Bacteria,Staphylococcus,Staphylococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AStaphylococcus,Staphylococcaceae,Staphylococcus,,MGYA00005311,17598.0,99.9432076329,8606.0,48.8755111313,87.0,0.4940935938,8.0,0.0454467988,1.0,0.006069066,1.0,0.007479991,,
