,type,id,attributes_count,attributes.lineage,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.class,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
10,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,14,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Rikenellaceae,Blvii28,Bacteria,Blvii28,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ABlvii28,,MGYA00005322,47235.0,100.0,13350.0,28.2629406161,13344.0,28.250836262,13344.0,28.2526306875,176.0,0.3937712547,14.0,0.0415923945,,
11,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas,Bacteria,Pseudomonadales,Proteobacteria,Gammaproteobacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas,Pseudomonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APseudomonadales%253APseudomonadaceae%253APseudomonas,,MGYA00005322,47235.0,100.0,1858.0,3.93352387,36.0,0.0762162849,2.0,0.004234507,2.0,0.0044746733,2.0,0.0059417706,,
12,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:massiliensis,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:massiliensis,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Rikenellaceae,Alistipes,Bacteria,massiliensis,Alistipes,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253AAlistipes%253Amassiliensis,massiliensis,MGYA00005322,47235.0,100.0,13350.0,28.2629406161,13344.0,28.250836262,13344.0,28.2526306875,176.0,0.3937712547,1.0,0.0029708853,1.0,0.0098902186
13,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Planococcaceae,1,Bacteria:Firmicutes:Bacilli:Bacillales:Planococcaceae,Bacteria,Bacillales,Firmicutes,Bacilli,Planococcaceae,,Bacteria,Planococcaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253APlanococcaceae,,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,39.0,0.082567642,3.0,0.0063517605,1.0,0.0022373367,,,,
14,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,5,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,Bacteria,Pasteurellales,Proteobacteria,Gammaproteobacteria,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus,,MGYA00005322,47235.0,100.0,1858.0,3.93352387,36.0,0.0762162849,20.0,0.04234507,20.0,0.0447467335,16.0,0.0475341652,,
15,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Sufflavibacter:maritimus,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Sufflavibacter:maritimus,Bacteria,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,Sufflavibacter,Bacteria,maritimus,Sufflavibacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253ASufflavibacter%253Amaritimus,maritimus,MGYA00005322,47235.0,100.0,13350.0,28.2629406161,5.0,0.0105855951,5.0,0.0105862675,4.0,0.0089493467,1.0,0.0029708853,1.0,0.0098902186
16,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Massilia:aerolata,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Massilia:aerolata,Bacteria,Burkholderiales,Proteobacteria,Betaproteobacteria,Oxalobacteraceae,Massilia,Bacteria,aerolata,Massilia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AOxalobacteraceae%253AMassilia%253Aaerolata,aerolata,MGYA00005322,47235.0,100.0,1858.0,3.93352387,1590.0,3.3662192488,1559.0,3.3007982046,15.0,0.0335600501,1.0,0.0029708853,1.0,0.0098902186
17,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,580,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Ruminococcus,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,gnavus,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,17481.0,39.1108824056,1170.0,3.4759358289,580.0,5.7363267728
18,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,107,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succiniclasticum,Bacteria,Clostridiales,Firmicutes,Clostridia,Veillonellaceae,Succiniclasticum,Bacteria,Succiniclasticum,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASucciniclasticum,,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,2286.0,5.1145516377,107.0,0.3178847296,,
19,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,290,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Bacteroidaceae,Bacteroides,Bacteria,eggerthii,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aeggerthii,eggerthii,MGYA00005322,47235.0,100.0,13350.0,28.2629406161,13344.0,28.250836262,13344.0,28.2526306875,10083.0,22.5590656882,10026.0,29.7860962567,290.0,2.8681633864
20,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Epulopiscium,Bacteria,Epulopiscium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AEpulopiscium,,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,17481.0,39.1108824056,2.0,0.0059417706,,
21,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,7423,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,,Bacteria,Lachnospiraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae,,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,17481.0,39.1108824056,,,,
22,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,24,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,Bacteria,Clostridiales,Firmicutes,Clostridia,Veillonellaceae,Veillonella,Bacteria,dispar,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Adispar,dispar,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,2286.0,5.1145516377,48.0,0.1426024955,24.0,0.2373652458
23,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,30,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Shuttleworthia,Bacteria,Shuttleworthia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia,,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,17481.0,39.1108824056,115.0,0.3416518122,,
24,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:nanceiensis,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:nanceiensis,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Prevotellaceae,Prevotella,Bacteria,nanceiensis,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Ananceiensis,nanceiensis,MGYA00005322,47235.0,100.0,13350.0,28.2629406161,13344.0,28.250836262,13344.0,28.2526306875,1290.0,2.88616431,1324.0,3.9334521687,1.0,0.0098902186
25,organisms,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,1,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,Bacteria,Gemellales,Firmicutes,Bacilli,Gemellaceae,,Bacteria,Gemellaceae,Gemellales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253AGemellales%253AGemellaceae,,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,39.0,0.082567642,1.0,0.0021172535,1.0,0.0022373367,,,,
26,organisms,Bacteria:Actinobacteria:OPB41,1,Bacteria:Actinobacteria:OPB41,Bacteria,,Actinobacteria,OPB41,,,Bacteria,OPB41,Actinobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AOPB41,,MGYA00005322,47235.0,100.0,755.0,1.5983910236,1.0,0.002117119,,,,,,,,
27,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,7,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,Bacteria,Erysipelotrichales,Firmicutes,Erysipelotrichi,Erysipelotrichaceae,Eubacterium,Bacteria,biforme,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Abiforme,biforme,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,133.0,0.2815768302,133.0,0.2815947153,133.0,0.2975657777,24.0,0.0713012478,7.0,0.06923153
28,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,1,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,Bacteria,Bacillales,Firmicutes,Bacilli,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus,Staphylococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AStaphylococcus,,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,39.0,0.082567642,3.0,0.0063517605,1.0,0.0022373367,1.0,0.0029708853,,
29,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,1208,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,Bacteria,Bacteroidales,Bacteroidetes,Bacteroidia,Prevotellaceae,Prevotella,Bacteria,copri,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Acopri,copri,MGYA00005322,47235.0,100.0,13350.0,28.2629406161,13344.0,28.250836262,13344.0,28.2526306875,1290.0,2.88616431,1324.0,3.9334521687,1208.0,11.9473840372
30,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,1573,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Blautia,Bacteria,Blautia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia,,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,17481.0,39.1108824056,1845.0,5.4812834225,,
31,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,Bacteria,Clostridiales,Firmicutes,Clostridia,Ruminococcaceae,Ethanoligenens,Bacteria,Ethanoligenens,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AEthanoligenens,,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,7895.0,17.6637730446,4.0,0.0118835413,,
32,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales,2443,Bacteria:Firmicutes:Clostridia:Clostridiales,Bacteria,Clostridiales,Firmicutes,Clostridia,,,Bacteria,Clostridiales,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales,,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,,,,,,
33,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,33,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Blautia,Bacteria,obeum,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aobeum,obeum,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,17481.0,39.1108824056,1845.0,5.4812834225,33.0,0.3263772129
34,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Krokinobacter:genikus,3,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Krokinobacter:genikus,Bacteria,Flavobacteriales,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,Krokinobacter,Bacteria,genikus,Krokinobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253AKrokinobacter%253Agenikus,genikus,MGYA00005322,47235.0,100.0,13350.0,28.2629406161,5.0,0.0105855951,5.0,0.0105862675,4.0,0.0089493467,3.0,0.008912656,3.0,0.0296706557
35,organisms,Bacteria:Cyanobacteria:Chloroplast:Streptophyta,2,Bacteria:Cyanobacteria:Chloroplast:Streptophyta,Bacteria,Streptophyta,Cyanobacteria,Chloroplast,,,Bacteria,Streptophyta,Chloroplast,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ACyanobacteria%253AChloroplast%253AStreptophyta,,MGYA00005322,47235.0,100.0,13.0,0.0275219646,2.0,0.004234238,2.0,0.004234507,,,,,,
36,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Cryomorphaceae,Bacteria,Flavobacteriales,Bacteroidetes,Flavobacteriia,Cryomorphaceae,,Bacteria,Cryomorphaceae,Flavobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253ACryomorphaceae,,MGYA00005322,47235.0,100.0,13350.0,28.2629406161,5.0,0.0105855951,5.0,0.0105862675,1.0,0.0022373367,,,,
37,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,7,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella,Bacteria,Clostridiales,Firmicutes,Clostridia,Lachnospiraceae,Moryella,Bacteria,Moryella,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AMoryella,,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,17481.0,39.1108824056,7.0,0.0207961973,,
38,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,16,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:parvula,Bacteria,Clostridiales,Firmicutes,Clostridia,Veillonellaceae,Veillonella,Bacteria,parvula,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Aparvula,parvula,MGYA00005322,47235.0,100.0,31250.0,66.1585688578,31078.0,65.7958250413,31056.0,65.7534246575,2286.0,5.1145516377,48.0,0.1426024955,16.0,0.1582434972
