,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.order,attributes.hierarchy.kingdom,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
10,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,6,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae,Actinobacteria,Actinobacteria,Bifidobacteriales,Bacteria,Bifidobacteriaceae,,Bacteria,Bifidobacteriaceae,Bifidobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae,,MGYA00005327,29820.0,99.9966466584,301.0,1.0093558231,136.0,0.4560697518,128.0,0.4293141036,128.0,0.4979575958,,,,
11,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,9,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Tannerella,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Porphyromonadaceae,Tannerella,Bacteria,Tannerella,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ATannerella,,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,429.0,1.6689360047,9.0,0.0572300649,,
12,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,2,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio,Deltaproteobacteria,Proteobacteria,Desulfovibrionales,Bacteria,Desulfovibrionaceae,Desulfovibrio,Bacteria,Desulfovibrio,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio,,MGYA00005327,29820.0,99.9966466584,954.0,3.1990878911,84.0,0.2816901408,83.0,0.2783833641,83.0,0.3228943785,5.0,0.0317944805,,
13,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Rikenellaceae,Blvii28,Bacteria,Blvii28,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ABlvii28,,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,433.0,1.6844971795,1.0,0.0063588961,,
14,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas,2,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae:Pseudomonas,Gammaproteobacteria,Proteobacteria,Pseudomonadales,Bacteria,Pseudomonadaceae,Pseudomonas,Bacteria,Pseudomonas,Pseudomonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APseudomonadales%253APseudomonadaceae%253APseudomonas,,MGYA00005327,29820.0,99.9966466584,954.0,3.1990878911,27.0,0.0905432596,2.0,0.0067080329,2.0,0.0077805874,2.0,0.0127177922,,
15,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,Gammaproteobacteria,Proteobacteria,Pasteurellales,Bacteria,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus,,MGYA00005327,29820.0,99.9966466584,954.0,3.1990878911,27.0,0.0905432596,2.0,0.0067080329,2.0,0.0077805874,2.0,0.0127177922,,
16,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Sufflavibacter:maritimus,11,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Sufflavibacter:maritimus,Flavobacteriia,Bacteroidetes,Flavobacteriales,Bacteria,Flavobacteriaceae,Sufflavibacter,Bacteria,maritimus,Sufflavibacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253ASufflavibacter%253Amaritimus,maritimus,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,30.0,0.1006036217,30.0,0.100620493,28.0,0.1089282241,11.0,0.0699478571,11.0,0.2227622519
17,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Polaribacter,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Polaribacter,Flavobacteriia,Bacteroidetes,Flavobacteriales,Bacteria,Flavobacteriaceae,Polaribacter,Bacteria,Polaribacter,Flavobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253APolaribacter,,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,30.0,0.1006036217,30.0,0.100620493,28.0,0.1089282241,1.0,0.0063588961,,
18,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,148,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Ruminococcus,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,gnavus,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,8745.0,34.0206185567,2017.0,12.8258934249,148.0,2.9971648441
19,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:p-2534-18B5,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:p-2534-18B5,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,p-2534-18B5,,Bacteria,p-2534-18B5,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253Ap-2534-18B5,,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,2.0,0.0077805874,,,,
20,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,8,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Shuttleworthia,Bacteria,Shuttleworthia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,8745.0,34.0206185567,25.0,0.1589724024,,
21,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,25,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Bacteroidaceae,Bacteroides,Bacteria,eggerthii,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aeggerthii,eggerthii,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,5118.0,19.9105232445,5078.0,32.2904743736,25.0,0.5062778453
22,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Desulfosporosinus:meridiei,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptococcaceae:Desulfosporosinus:meridiei,Clostridia,Firmicutes,Clostridiales,Bacteria,Peptococcaceae,Desulfosporosinus,Bacteria,meridiei,Desulfosporosinus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptococcaceae%253ADesulfosporosinus%253Ameridiei,meridiei,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,4.0,0.0155611749,3.0,0.0190766883,1.0,0.0202511138
23,organisms,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae:Victivallis:vadensis,5,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae:Victivallis:vadensis,Lentisphaeria,Lentisphaerae,Victivallales,Bacteria,Victivallaceae,Victivallis,Bacteria,vadensis,Victivallis,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ALentisphaerae%253ALentisphaeria%253AVictivallales%253AVictivallaceae%253AVictivallis%253Avadensis,vadensis,MGYA00005327,29820.0,99.9966466584,31.0,0.1039535898,31.0,0.1039570758,31.0,0.1039745095,31.0,0.1205991052,5.0,0.0317944805,5.0,0.1012555691
24,organisms,Bacteria:Actinobacteria:Acidimicrobiia:Acidimicrobiales:JdFBGBact,1,Bacteria:Actinobacteria:Acidimicrobiia:Acidimicrobiales:JdFBGBact,Acidimicrobiia,Actinobacteria,Acidimicrobiales,Bacteria,JdFBGBact,,Bacteria,JdFBGBact,Acidimicrobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AAcidimicrobiia%253AAcidimicrobiales%253AJdFBGBact,,MGYA00005327,29820.0,99.9966466584,301.0,1.0093558231,1.0,0.0033534541,1.0,0.0033540164,1.0,0.0038902937,,,,
25,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,2,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,Bacilli,Firmicutes,Bacillales,Bacteria,Bacillaceae,,Bacteria,Bacillaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,55.0,0.1844399732,8.0,0.0268321315,3.0,0.0116708812,,,,
26,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,5410,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,,Bacteria,Lachnospiraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,8745.0,34.0206185567,,,,
27,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:breve,3,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:breve,Actinobacteria,Actinobacteria,Bifidobacteriales,Bacteria,Bifidobacteriaceae,Bifidobacterium,Bacteria,breve,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Abreve,breve,MGYA00005327,29820.0,99.9966466584,301.0,1.0093558231,136.0,0.4560697518,128.0,0.4293141036,128.0,0.4979575958,122.0,0.7757853237,3.0,0.0607533414
28,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,9,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,Clostridia,Firmicutes,Clostridiales,Bacteria,Veillonellaceae,Veillonella,Bacteria,dispar,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Adispar,dispar,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,302.0,1.1748687026,14.0,0.0890245453,9.0,0.1822600243
29,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,8,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Paraprevotellaceae,,Bacteria,Paraprevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae,,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,256.0,0.9959151916,,,,
30,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,Clostridia,Firmicutes,Clostridiales,Bacteria,Ruminococcaceae,Ethanoligenens,Bacteria,Ethanoligenens,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AEthanoligenens,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,7549.0,29.367827271,3.0,0.0190766883,,
31,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Prevotellaceae,,Bacteria,Prevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae,,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,397.0,1.5444466057,,,,
32,organisms,Bacteria:Actinobacteria:OPB41,2,Bacteria:Actinobacteria:OPB41,OPB41,Actinobacteria,,Bacteria,,,Bacteria,OPB41,Actinobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AOPB41,,MGYA00005327,29820.0,99.9966466584,301.0,1.0093558231,2.0,0.0067069081,,,,,,,,
33,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,250,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,Erysipelotrichi,Firmicutes,Erysipelotrichales,Bacteria,Erysipelotrichaceae,Eubacterium,Bacteria,biforme,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Abiforme,biforme,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,510.0,1.7102615694,510.0,1.7105483817,510.0,1.9840497958,273.0,1.7359786341,250.0,5.0627784528
34,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Dok59,1,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Dok59,Betaproteobacteria,Proteobacteria,Rhodocyclales,Bacteria,Rhodocyclaceae,Dok59,Bacteria,Dok59,Rhodocyclaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ARhodocyclales%253ARhodocyclaceae%253ADok59,,MGYA00005327,29820.0,99.9966466584,954.0,3.1990878911,410.0,1.3749161636,2.0,0.0067080329,2.0,0.0077805874,1.0,0.0063588961,,
35,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succinispira:mobilis,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Succinispira:mobilis,Clostridia,Firmicutes,Clostridiales,Bacteria,Veillonellaceae,Succinispira,Bacteria,mobilis,Succinispira,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASuccinispira%253Amobilis,mobilis,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,302.0,1.1748687026,2.0,0.0127177922,2.0,0.0405022276
36,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,301,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Prevotellaceae,Prevotella,Bacteria,copri,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Acopri,copri,MGYA00005327,29820.0,99.9966466584,7231.0,24.2480131451,7201.0,24.1482226693,7201.0,24.1522723461,397.0,1.5444466057,572.0,3.6372885667,301.0,6.0955852572
37,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,821,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Blautia,Bacteria,Blautia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia,,MGYA00005327,29820.0,99.9966466584,20955.0,70.2692733309,20390.0,68.3769282361,20373.0,68.3313768237,8745.0,34.0206185567,904.0,5.7484420705,,
