,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.order,attributes.hierarchy.kingdom,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
10,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,3,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Blvii28,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Rikenellaceae,Blvii28,Bacteria,Blvii28,Rikenellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253ABlvii28,,MGYA00005303,25215.0,99.996034264,10854.0,43.0440989848,10850.0,43.0299424945,10850.0,43.0333558085,474.0,2.0483125189,3.0,0.0168067227,,
11,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:massiliensis,17,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Alistipes:massiliensis,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Rikenellaceae,Alistipes,Bacteria,massiliensis,Alistipes,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae%253AAlistipes%253Amassiliensis,massiliensis,MGYA00005303,25215.0,99.996034264,10854.0,43.0440989848,10850.0,43.0299424945,10850.0,43.0333558085,474.0,2.0483125189,28.0,0.1568627451,17.0,0.213863379
12,organisms,Bacteria:Chloroflexi:Chloroflexi:Roseiflexales:Roseiflexaceae:Roseiflexus,1,Bacteria:Chloroflexi:Chloroflexi:Roseiflexales:Roseiflexaceae:Roseiflexus,Chloroflexi,Chloroflexi,Roseiflexales,Bacteria,Roseiflexaceae,Roseiflexus,Bacteria,Roseiflexus,Roseiflexaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AChloroflexi%253AChloroflexi%253ARoseiflexales%253ARoseiflexaceae%253ARoseiflexus,,MGYA00005303,25215.0,99.996034264,2.0,0.0079314721,1.0,0.0039658933,1.0,0.0039662079,1.0,0.0043213344,1.0,0.0056022409,,
13,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Planococcaceae,1,Bacteria:Firmicutes:Bacilli:Bacillales:Planococcaceae,Bacilli,Firmicutes,Bacillales,Bacteria,Planococcaceae,,Bacteria,Planococcaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253APlanococcaceae,,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,163.0,0.6464406107,25.0,0.0991551977,2.0,0.0086426689,,,,
14,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus,Gammaproteobacteria,Proteobacteria,Pasteurellales,Bacteria,Pasteurellaceae,Haemophilus,Bacteria,Haemophilus,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus,,MGYA00005303,25215.0,99.996034264,264.0,1.0469543147,32.0,0.1269085862,5.0,0.0198310395,5.0,0.0216066721,5.0,0.0280112045,,
15,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Sufflavibacter:maritimus,1,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Sufflavibacter:maritimus,Flavobacteriia,Bacteroidetes,Flavobacteriales,Bacteria,Flavobacteriaceae,Sufflavibacter,Bacteria,maritimus,Sufflavibacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253ASufflavibacter%253Amaritimus,maritimus,MGYA00005303,25215.0,99.996034264,10854.0,43.0440989848,4.0,0.0158635733,4.0,0.0158648316,3.0,0.0129640033,1.0,0.0056022409,1.0,0.0125801988
16,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,125,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:gnavus,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Ruminococcus,Bacteria,gnavus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Agnavus,gnavus,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,12990.0,51.5169541939,12986.0,51.5051759013,4580.0,19.7917116806,1140.0,6.3865546218,125.0,1.5725248459
17,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:p-2534-18B5,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:p-2534-18B5,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,p-2534-18B5,,Bacteria,p-2534-18B5,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253Ap-2534-18B5,,MGYA00005303,25215.0,99.996034264,10854.0,43.0440989848,10850.0,43.0299424945,10850.0,43.0333558085,1.0,0.0043213344,,,,
18,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,43,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:eggerthii,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Bacteroidaceae,Bacteroides,Bacteria,eggerthii,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aeggerthii,eggerthii,MGYA00005303,25215.0,99.996034264,10854.0,43.0440989848,10850.0,43.0299424945,10850.0,43.0333558085,3821.0,16.5118188497,3799.0,21.2829131653,43.0,0.540948547
19,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Epulopiscium,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Epulopiscium,Bacteria,Epulopiscium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AEpulopiscium,,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,12990.0,51.5169541939,12986.0,51.5051759013,4580.0,19.7917116806,1.0,0.0056022409,,
20,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Corynebacteriaceae:Corynebacterium,2,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Corynebacteriaceae:Corynebacterium,Actinobacteria,Actinobacteria,Actinomycetales,Bacteria,Corynebacteriaceae,Corynebacterium,Bacteria,Corynebacterium,Corynebacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253ACorynebacteriaceae%253ACorynebacterium,,MGYA00005303,25215.0,99.996034264,490.0,1.9432106599,277.0,1.0985524489,8.0,0.0317296633,2.0,0.0086426689,2.0,0.0112044818,,
21,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,5,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae,Bacilli,Firmicutes,Bacillales,Bacteria,Bacillaceae,,Bacteria,Bacillaceae,Bacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae,,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,163.0,0.6464406107,25.0,0.0991551977,18.0,0.0777840197,,,,
22,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,2066,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,,Bacteria,Lachnospiraceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae,,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,12990.0,51.5169541939,12986.0,51.5051759013,4580.0,19.7917116806,,,,
23,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:breve,2,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:breve,Actinobacteria,Actinobacteria,Bifidobacteriales,Bacteria,Bifidobacteriaceae,Bifidobacterium,Bacteria,breve,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Abreve,breve,MGYA00005303,25215.0,99.996034264,490.0,1.9432106599,277.0,1.0985524489,269.0,1.0669099274,269.0,1.1624389612,260.0,1.4565826331,2.0,0.0251603975
24,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella:dispar,Clostridia,Firmicutes,Clostridiales,Bacteria,Veillonellaceae,Veillonella,Bacteria,dispar,Veillonella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella%253Adispar,dispar,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,12990.0,51.5169541939,12986.0,51.5051759013,849.0,3.6688129294,10.0,0.056022409,2.0,0.0251603975
25,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,5,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Shuttleworthia,Bacteria,Shuttleworthia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia,,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,12990.0,51.5169541939,12986.0,51.5051759013,4580.0,19.7917116806,9.0,0.0504201681,,
26,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:nanceiensis,38,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:nanceiensis,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Prevotellaceae,Prevotella,Bacteria,nanceiensis,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Ananceiensis,nanceiensis,MGYA00005303,25215.0,99.996034264,10854.0,43.0440989848,10850.0,43.0299424945,10850.0,43.0333558085,4610.0,19.9213517134,4689.0,26.268907563,38.0,0.4780475532
27,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,3,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Prevotellaceae,,Bacteria,Prevotellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae,,MGYA00005303,25215.0,99.996034264,10854.0,43.0440989848,10850.0,43.0299424945,10850.0,43.0333558085,4610.0,19.9213517134,,,,
28,organisms,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,2,Bacteria:Firmicutes:Bacilli:Gemellales:Gemellaceae,Bacilli,Firmicutes,Gemellales,Bacteria,Gemellaceae,,Bacteria,Gemellaceae,Gemellales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253AGemellales%253AGemellaceae,,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,163.0,0.6464406107,3.0,0.0118986237,2.0,0.0086426689,,,,
29,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,222,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:biforme,Erysipelotrichi,Firmicutes,Erysipelotrichales,Bacteria,Erysipelotrichaceae,Eubacterium,Bacteria,biforme,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Abiforme,biforme,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,439.0,1.7410271664,439.0,1.7411652719,439.0,1.8970658139,258.0,1.4453781513,222.0,2.7928041263
30,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Cronobacter:turicensis,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Cronobacter:turicensis,Gammaproteobacteria,Proteobacteria,Enterobacteriales,Bacteria,Enterobacteriaceae,Cronobacter,Bacteria,turicensis,Cronobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ACronobacter%253Aturicensis,turicensis,MGYA00005303,25215.0,99.996034264,264.0,1.0469543147,32.0,0.1269085862,20.0,0.0793241582,20.0,0.0864266886,1.0,0.0056022409,1.0,0.0125801988
31,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,3682,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella:copri,Bacteroidia,Bacteroidetes,Bacteroidales,Bacteria,Prevotellaceae,Prevotella,Bacteria,copri,Prevotella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella%253Acopri,copri,MGYA00005303,25215.0,99.996034264,10854.0,43.0440989848,10850.0,43.0299424945,10850.0,43.0333558085,4610.0,19.9213517134,4689.0,26.268907563,3682.0,46.3202918606
32,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,455,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Blautia,Bacteria,Blautia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia,,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,12990.0,51.5169541939,12986.0,51.5051759013,4580.0,19.7917116806,521.0,2.918767507,,
33,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus,2,Bacteria:Firmicutes:Bacilli:Bacillales:Bacillaceae:Bacillus,Bacilli,Firmicutes,Bacillales,Bacteria,Bacillaceae,Bacillus,Bacteria,Bacillus,Bacillaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253ABacillaceae%253ABacillus,,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,163.0,0.6464406107,25.0,0.0991551977,18.0,0.0777840197,13.0,0.0728291317,,
34,organisms,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,3,Bacteria:Firmicutes:Bacilli:Bacillales:Staphylococcaceae:Staphylococcus,Bacilli,Firmicutes,Bacillales,Bacteria,Staphylococcaceae,Staphylococcus,Bacteria,Staphylococcus,Staphylococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ABacillales%253AStaphylococcaceae%253AStaphylococcus,,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,163.0,0.6464406107,25.0,0.0991551977,3.0,0.0129640033,3.0,0.0168067227,,
35,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,5,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ethanoligenens,Clostridia,Firmicutes,Clostridiales,Bacteria,Ruminococcaceae,Ethanoligenens,Bacteria,Ethanoligenens,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AEthanoligenens,,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,12990.0,51.5169541939,12986.0,51.5051759013,5825.0,25.1717730435,5.0,0.0280112045,,
36,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales,1460,Bacteria:Firmicutes:Clostridia:Clostridiales,Clostridia,Firmicutes,Clostridiales,Bacteria,,,Bacteria,Clostridiales,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales,,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,12990.0,51.5169541939,12986.0,51.5051759013,,,,,,
37,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,34,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:obeum,Clostridia,Firmicutes,Clostridiales,Bacteria,Lachnospiraceae,Blautia,Bacteria,obeum,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aobeum,obeum,MGYA00005303,25215.0,99.996034264,13592.0,53.902284264,12990.0,51.5169541939,12986.0,51.5051759013,4580.0,19.7917116806,521.0,2.918767507,34.0,0.4277267581
38,organisms,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Krokinobacter:genikus,2,Bacteria:Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Krokinobacter:genikus,Flavobacteriia,Bacteroidetes,Flavobacteriales,Bacteria,Flavobacteriaceae,Krokinobacter,Bacteria,genikus,Krokinobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253AFlavobacteriia%253AFlavobacteriales%253AFlavobacteriaceae%253AKrokinobacter%253Agenikus,genikus,MGYA00005303,25215.0,99.996034264,10854.0,43.0440989848,4.0,0.0158635733,4.0,0.0158648316,3.0,0.0129640033,2.0,0.0112044818,2.0,0.0251603975
