,Sufflavibacter_maritimus,Ruminococcus_gnavus,Bacteroides_eggerthii,Veillonella_dispar,Prevotella_nanceiensis,Prevotella_copri,Serratia_symbiotica,Blautia_obeum,Krokinobacter_genikus,Veillonella_parvula,Clostridium_ljungdahlii,Clostridium_intestinale,Haemophilus_parainfluenzae,Clostridium_difficile,Megamonas_hypermegale,Roseburia_faecis,Coprococcus_catus,Prevotella_melaninogenica,Papillibacter_cinnamivorans,Akkermansia_muciniphila,Eggerthella_lenta,Clostridium_perfringens,Bacteroides_fragilis,Bacteroides_plebeius,Blautia_producta,Collinsella_aerofaciens,Propionibacterium_acnes,Oscillospira_guilliermondii,Bacteroides_caccae,Coprococcus_eutactus,Bacteroides_uniformis,Coprobacillus_cateniformis,Desulfovibrio_vulgaris,Bifidobacterium_pseudolongum,Bacteroides_acidifaciens,Bifidobacterium_adolescentis,Ruminococcus_flavefaciens,Atopobium_vaginae,Parabacteroides_distasonis,Dorea_formicigenerans,Ruminococcus_callidus,Bifidobacterium_bifidum,Eubacterium_dolichum,Clostridium_methylpentosum,Hafnia_alvei,Klebsiella_oxytoca,Clostridium_fimetarium,Lachnospira_pectinoschiza,Ruminococcus_torques,Prevotella_stercorea,Shuttleworthia_satelles,Bacteroides_ovatus,Bifidobacterium_longum,Barnesiella_viscericola,Faecalibacterium_prausnitzii,Marvinbryantia_formatexigens,Collinsella_stercoris,Janthinobacterium_lividum,Enterobacter_pyrinus,Bifidobacterium_breve,Eubacterium_biforme,Succinispira_mobilis,Bacteroides_coprosuis,Clostridium_saccharogumia,Parabacteroides_gordonii,Streptococcus_infantis,Lactobacillus_mucosae,Ruminococcus_bromii,Ruminococcus_albus,Clostridium_cocleatum,Enterobacter_cloacae,Clostridium_ruminantium,Butyricicoccus_pullicaecorum,Morganella_morganii,Streptococcus_equi,Bacteroides_coprophilus,Clostridium_gasigenes,Desulfosporosinus_meridiei,Streptococcus_luteciae,Staphylococcus_succinus,Staphylococcus_aureus,Corynebacterium_durum,Bacillus_ginsengihumi,Actinobacillus_parahaemolyticus,Alistipes_indistinctus,Lactobacillus_zeae,Alkaliphilus_transvaalensis,Bacteroides_barnesiae,Eubacterium_cylindroides,Syntrophococcus_sucromutans,Succinatimonas_hippei,Bacillus_coahuilensis,Alistipes_massiliensis,Peptostreptococcus_anaerobius,Clostridium_colinum,Rothia_mucilaginosa,Bifidobacterium_animalis,Chlorobium_chlorochromatii,Macrococcus_caseolyticus,Robinsoniella_peoriensis,Sporobacter_termitidis,Clostridium_metallolevans,gut_metagenome,Catenibacterium_mitsuokai,Citrullus_lanatus,Cronobacter_turicensis,Victoria_amazonica,Clostridium_butyricum,Bacillus_flexus,Jeotgalicoccus_psychrophilus,Prauserella_rugosa,Ruminofilibacter_xylanolyticum,Lactobacillus_reuteri,Streptococcus_minor,Melissococcus_plutonius,Lactobacillus_brevis,Olivibacter_sitiensis,Clostridium_celatum,Clostridium_acidurici,Streptococcus_anginosus,Bacillus_asahii,Kocuria_palustris,Prevotella_nigrescens,Bacteroides_nordii,Clostridium_hiranonis,Porphyromonas_endodontalis,Bulleidia_moorei,Rhodococcus_equi,Salmonella_enterica,Gloeobacter_violaceus,Lactobacillus_vaginalis,Massilia_aerolata,Salinispora_tropica,Victivallis_vadensis,Lactobacillus_coleohominis,Bulleidia_p-1630-c5,Clostridium_cellulovorans,Desulfovibrio_D168,Atopobium_rimae,Brackiella_oedipodis,Clostridium_maritimum,Lactobacillus_iners,Clostridium_tetani,Streptomyces_mirabilis,Erwinia_dispersa,Bacillus_humi,Serratia_marcescens,Litorilinea_aerophila,Hespellia_stercorisuis,Campylobacter_ureolyticus,Thermobaculum_terrenum,Cellulosibacter_alkalithermophilus,Xenorhabdus_bovienii,Aggregatibacter_pneumotropica,Oenococcus_kitaharae,Aggregatibacter_segnis,Bacillus_muralis,Haloplasma_contractile,Plesiomonas_shigelloides,Caldicellulosiruptor_saccharolyticus,Enterococcus_haemoperoxidus,Enterobacter_arachidis,Pseudomonas_alcaligenes,Moryella_indoligenes,Haemophilus_parasuis,Lysinibacillus_boronitolerans,Proteiniborus_ethanoligenes,Zamia_integrifolia,Thiopilula_aggregata,Xenorhabdus_budapestensis,Escherichia_blattae,Cronobacter_sakazakii,Enterobacter_aerogenes,Pseudoalteromonas_porphyrae,Clostridium_hungatei,Enterococcus_casseliflavus,Enterobacter_hormaechei,Samsonia_erythrinae,Brenneria_salicis,Citrobacter_freundii,Buchnera_aphidicola,Shigella_sonnei,Aquamonas_haywardensis,Trabulsiella_farmeri,Clostridium_sardiniense,Shewanella_benthica,Clostridium_tyrobutyricum,Enterobacter_cowanii,Enterococcus_cecorum,Salinivibrio_costicola,Baumannia_cicadellinicola,Erwinia_oleae,Alcanivorax_venustensis,Pragia_fontium,Raoultella_terrigena,Xenorhabdus_nematophila,Photorhabdus_temperata,Xenorhabdus_poinarii,Escherichia_coli,Erwinia_chrysanthemi,Pantoea_agglomerans,Gluconacetobacter_liquefaciens,Serratia_rubidaea,Pseudoxanthomonas_mexicana,Enterobacter_ludwigii,Shewanella_pacifica,Acinetobacter_rhizosphaerae,Enterobacter_radicincitans,Xenorhabdus_romanii,Desulfovibrio_C21+c20,Necropsobacter_rosorum,Methanobrevibacter_arboriphilus,Kleidoceria_schneideri,Desulfovibrio_litoralis,Synechococcus_elongatus,Halanaerobium_hydrogeniformans,Rhodospirillum_rubrum,Variovorax_paradoxus,Jonquetella_anthropi,Alicyclobacillus_pomorum,Haemophilus_felis,Pseudomonas_viridiflava,Acetonema_longum,Alcaligenes_faecalis,Gallibacterium_genomosp.,Neisseria_cinerea,Ruminococcus_gauvreauii,Nitritalea_halalkaliphila,Selenomonas_noxia,Clostridium_neonatale,Aquincola_tertiaricarbonis,Haemophilus_influenzae,Streptococcus_sobrinus
10,0.015842839,1.520912548,0.364385298,0.031685678,0.475285171,46.32446134,,0.205956908,0.015842839,0.031685678,,0.015842839,0.031685678,,,0.237642586,,2.012040558,,0.110899873,,0.031685678,0.031685678,0.110899873,0.364385298,1.077313055,,0.079214195,1.077313055,0.586185044,4.800380228,0.031685678,,0.031685678,0.047528517,1.15652725,0.364385298,,2.075411914,0.712927757,0.063371356,0.301013942,0.095057034,0.015842839,,,0.015842839,0.49112801,0.047528517,0.079214195,0.142585551,1.31495564,0.205956908,0.015842839,29.03992395,0.031685678,0.047528517,,,,2.994296578,,0.015842839,,,0.015842839,,0.079214195,0.063371356,,,,,,,0.079214195,,0.015842839,,,,,0.031685678,,0.174271229,,,,0.316856781,0.031685678,0.031685678,,0.190114068,,,,,,,,,,,,,,,0.015842839,,,,,,,,,,,,,,,,,,0.015842839,,,,,,,,,,,,,,,,,,0.015842839,0.015842839,0.015842839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.015174507,1.274658574,0.379362671,0.030349014,0.531107739,45.88770865,,0.28831563,0.015174507,,,,0.060698027,0.045523521,,0.106221548,,1.957511381,,0.060698027,,0.015174507,,0.075872534,0.667678301,1.153262519,,0.015174507,1.077389985,0.62215478,4.68892261,0.030349014,,,0.015174507,1.213960546,0.364188164,0.015174507,1.972685888,0.440060698,0.060698027,0.197268589,0.075872534,0.075872534,0.015174507,,,0.515933232,0.045523521,0.197268589,0.091047041,1.320182094,0.318664643,0.015174507,29.59028832,0.015174507,0.060698027,,,,3.1107739,,0.015174507,,,,,0.015174507,0.121396055,,0.015174507,,,,,0.121396055,,,,,,,,,0.33383915,0.015174507,,,0.364188164,0.015174507,,,0.182094082,,,,,0.015174507,,,,,,,,,,0.015174507,,,,,,,,,,,,,0.015174507,,,,,,,,,,,,,,,,,,,,,,0.015174507,,,,0.015174507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.012580199,1.572524846,0.540948547,0.025160398,0.478047553,46.32029186,,0.427726758,0.025160398,0.050320795,,0.012580199,0.050320795,0.037740596,,0.239023777,,1.849289219,,0.088061391,,0.050320795,0.062900994,0.113221789,0.402566361,1.132217889,,0.037740596,0.792552522,0.528368348,4.138885394,0.037740596,,0.025160398,0.062900994,1.270600076,0.440306957,0.012580199,2.025412002,0.691910932,0.037740596,0.490627752,0.138382186,0.037740596,,,,0.402566361,0.025160398,0.138382186,0.050320795,1.258019877,0.30192477,0.012580199,29.50056611,,0.050320795,,,0.025160398,2.792804126,,0.012580199,,,0.012580199,,0.062900994,0.062900994,,,,,,0.012580199,0.062900994,,,,,,,0.062900994,,0.138382186,,,,0.30192477,0.012580199,,0.050320795,0.213863379,,0.012580199,,,0.012580199,,,,,,,,0.012580199,,0.050320795,,,,,,,,,,,,,,,,,0.012580199,0.025160398,,,,,,,,,,,,,,,,,,,,0.025160398,,0.012580199,0.012580199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.048816207,1.476690261,0.414937759,0.036612155,0.500366122,46.33878448,,0.20746888,0.024408104,0.036612155,,0.012204052,0.036612155,0.024408104,,0.20746888,,1.977056383,,0.073224311,,0.036612155,0.012204052,0.170856724,0.451549915,1.098364657,,0.024408104,0.84207957,0.475958018,4.015133024,0.085428362,,,0.061020259,1.391261899,0.366121552,0.012204052,1.549914572,0.524774225,0.024408104,0.353917501,0.061020259,0.012204052,,,0.012204052,0.329509397,0.061020259,0.109836466,0.109836466,1.281425433,0.341713449,,30.4491091,,0.048816207,,,,2.977788626,,,,,0.012204052,,0.012204052,0.048816207,,,,,,,0.085428362,,0.012204052,,,,,,,0.317305345,,,,0.439345863,0.024408104,,0.061020259,0.134244569,0.012204052,0.012204052,,,,,,,,,,,,,0.024408104,,,,,,,,,,,,,,,,,0.012204052,,,,,,,,,,,,,,,,,,,,,0.036612155,,,0.012204052,0.024408104,0.012204052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,1.309471846,0.36374218,0.10184781,0.392841554,43.12527281,,0.072748436,,0.116397498,,0.029099374,0.014549687,,,0.290993744,,1.978757457,,0.029099374,,,0.087298123,0.247344682,0.261894369,0.538338426,,0.043649062,0.974829041,10.65037102,4.059362724,,,0.029099374,0.014549687,0.378291867,0.683835298,,1.120325913,0.261894369,0.014549687,0.145496872,0.145496872,0.058198749,,,,1.207624036,,0.218245308,0.494689364,1.382220282,0.189145933,,22.07187545,0.014549687,0.029099374,0.014549687,,,5.237887385,,,,,0.014549687,,,0.145496872,,,0.014549687,,,,,,,,,,,,,0.407391241,,,,0.66928561,0.087298123,,,0.130947185,,,,,,,,,,0.014549687,,,,,,,,,,,,,,,0.029099374,,,,,,,,0.029099374,0.029099374,,,,,,,,,,,,,,,,,,,,,,0.014549687,,,0.014549687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,1.240523777,0.496209511,0.082701585,0.22053756,41.46106134,,0.248104755,,0.041350793,,,0.082701585,0.013783598,,0.27567195,,1.971054445,,,,0.013783598,0.041350793,0.27567195,0.427291523,0.799448656,,0.027567195,1.130254997,10.5306685,3.969676086,0.013783598,,,0.013783598,0.620261888,0.592694693,0.013783598,1.323225362,0.385940731,,0.124052378,0.16540317,0.027567195,,,0.041350793,1.061337009,0.05513439,0.248104755,0.620261888,1.571330117,0.206753963,0.013783598,21.77808408,,0.027567195,,,,5.706409373,,,,,0.013783598,,,0.206753963,,,,,,,,,,,,,,,,0.358373536,,,,0.909717436,0.096485183,,,0.385940731,,0.013783598,,,,,0.013783598,,,,,,,,,,,,,,,,,,0.013783598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013783598,0.013783598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,5.72019297,,0.27567195,0.206753963,29.63473467,,1.654031702,,0.206753963,,,0.689179876,0.27567195,0.068917988,0.551343901,0.068917988,1.585113715,,,,0.068917988,,0.068917988,4.272915231,2.894555479,,,,2.618883529,0.895933839,0.206753963,,0.068917988,,0.551343901,0.482425913,,0.27567195,1.929703653,0.27567195,,0.206753963,,,,0.068917988,1.791867678,0.068917988,,1.309441764,0.27567195,0.551343901,,33.76981392,0.068917988,,,,,0.206753963,,0.068917988,,,0.137835975,,0.827015851,0.137835975,,,,,,,4.066161268,,,,,,,,,,,,,,0.137835975,0.137835975,,0.068917988,,0.068917988,,,,,0.137835975,,,,,,,,,,,,,,0.068917988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068917988,0.068917988,0.137835975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,4.505716207,0.067249496,0.201748487,0.067249496,28.37928716,,0.806993948,,0.268997983,,,0.672494956,0.134498991,0.067249496,0.201748487,,1.210490921,,0.470746469,0.268997983,,0.067249496,0.201748487,3.026227303,2.891728312,,0.067249496,0.134498991,2.689979825,0.806993948,0.067249496,,,,0.537995965,0.605245461,0.067249496,0.336247478,1.412239408,0.067249496,,,0.067249496,,0.067249496,,1.815736382,0.134498991,,1.681237391,0.134498991,0.403496974,,40.34969738,0.201748487,,,,,0.268997983,,,,,0.067249496,,0.672494956,0.336247478,,,,,,,3.026227303,,,,,,,,0.067249496,,,,,,0.067249496,0.067249496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134498991,,,,,,,,,,,,,,,,,0.067249496,0.067249496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,1.866810268,0.341051876,0.251301382,,9.064799856,,0.179500987,0.017950099,0.14360079,,,1.489858194,0.053850296,,0.682103752,,0.053850296,,0.107700592,,,0.933405134,0.071800395,0.610303357,2.889965895,,0.017950099,0.969305331,0.035900198,9.908454497,,,0.14360079,0.161550889,9.046849758,0.215401185,0.089750494,1.777059774,0.951355233,,0.574403159,0.233351283,0.053850296,0.071800395,0.017950099,,,0.197451086,0.592353258,0.197451086,2.028361156,4.254173398,,37.65930713,,0.107700592,,,,6.246634357,,,,,0.017950099,2.441213427,1.848860169,0.017950099,,,0.017950099,,,,,,,,,0.017950099,,0.035900198,,,,,0.017950099,0.879554838,,,,,0.017950099,,,,0.017950099,,,,,,0.071800395,,,,,,,0.017950099,,0.035900198,,,,,,,0.017950099,,,,,0.017950099,0.017950099,,,,0.017950099,,,,,0.035900198,,,,,,,,,,,,,,,,,,,,,,,,0.017950099,0.017950099,0.017950099,0.017950099,0.017950099,0.017950099,0.017950099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,1.941747573,0.36407767,0.294729542,,8.581830791,0.017337032,0.312066574,0.034674064,0.173370319,,,1.334951456,0.121359223,,0.572122053,,0.017337032,,0.034674064,0.017337032,,1.022884882,0.08668516,0.554785021,2.427184466,,0.034674064,0.918862691,,9.708737864,,,0.104022191,0.156033287,9.327323162,0.225381415,0.121359223,1.785714286,0.624133148,,0.468099861,0.260055479,,0.034674064,0.052011096,,0.069348128,0.069348128,0.433425798,0.156033287,2.531206657,4.490291262,,38.67891817,,0.069348128,,,0.017337032,5.825242718,,0.017337032,,0.017337032,0.017337032,2.583217753,2.09778086,0.069348128,,,,,,,,,,,,0.034674064,,0.034674064,0.052011096,,,,,0.606796117,0.069348128,,,,0.034674064,,0.017337032,,,0.017337032,,,,,0.069348128,,,,,,,,,0.034674064,,,0.017337032,,,,0.017337032,,,,,,0.017337032,,,,,,,,,,,,,,,,,,,0.017337032,,,,,,,,,,,,0.034674064,,0.017337032,,,,,,,0.017337032,0.017337032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
