,Sufflavibacter_maritimus,Ruminococcus_gnavus,Bacteroides_eggerthii,Veillonella_dispar,Prevotella_nanceiensis,Prevotella_copri,Serratia_symbiotica,Blautia_obeum,Krokinobacter_genikus,Veillonella_parvula,Clostridium_ljungdahlii,Clostridium_intestinale,Haemophilus_parainfluenzae,Clostridium_difficile,Megamonas_hypermegale,Roseburia_faecis,Coprococcus_catus,Prevotella_melaninogenica,Papillibacter_cinnamivorans,Akkermansia_muciniphila,Eggerthella_lenta,Clostridium_perfringens,Bacteroides_fragilis,Bacteroides_plebeius,Blautia_producta,Collinsella_aerofaciens,Propionibacterium_acnes,Oscillospira_guilliermondii,Bacteroides_caccae,Coprococcus_eutactus,Bacteroides_uniformis,Coprobacillus_cateniformis,Desulfovibrio_vulgaris,Bifidobacterium_pseudolongum,Bacteroides_acidifaciens,Bifidobacterium_adolescentis,Ruminococcus_flavefaciens,Atopobium_vaginae,Parabacteroides_distasonis,Dorea_formicigenerans,Ruminococcus_callidus,Bifidobacterium_bifidum,Eubacterium_dolichum,Clostridium_methylpentosum,Hafnia_alvei,Klebsiella_oxytoca,Clostridium_fimetarium,Lachnospira_pectinoschiza,Ruminococcus_torques,Prevotella_stercorea,Shuttleworthia_satelles,Bacteroides_ovatus,Bifidobacterium_longum,Barnesiella_viscericola,Faecalibacterium_prausnitzii,Marvinbryantia_formatexigens,Collinsella_stercoris,Janthinobacterium_lividum,Enterobacter_pyrinus,Bifidobacterium_breve,Eubacterium_biforme,Succinispira_mobilis,Bacteroides_coprosuis,Clostridium_saccharogumia,Parabacteroides_gordonii,Streptococcus_infantis,Lactobacillus_mucosae,Ruminococcus_bromii,Ruminococcus_albus,Clostridium_cocleatum,Enterobacter_cloacae,Clostridium_ruminantium,Butyricicoccus_pullicaecorum,Morganella_morganii,Streptococcus_equi,Bacteroides_coprophilus,Clostridium_gasigenes,Desulfosporosinus_meridiei,Streptococcus_luteciae,Staphylococcus_succinus,Staphylococcus_aureus,Corynebacterium_durum,Bacillus_ginsengihumi,Actinobacillus_parahaemolyticus,Alistipes_indistinctus,Lactobacillus_zeae,Alkaliphilus_transvaalensis,Bacteroides_barnesiae,Eubacterium_cylindroides,Syntrophococcus_sucromutans,Succinatimonas_hippei,Bacillus_coahuilensis,Alistipes_massiliensis,Peptostreptococcus_anaerobius,Clostridium_colinum,Rothia_mucilaginosa,Bifidobacterium_animalis,Chlorobium_chlorochromatii,Macrococcus_caseolyticus,Robinsoniella_peoriensis,Sporobacter_termitidis,Clostridium_metallolevans,gut_metagenome,Catenibacterium_mitsuokai,Citrullus_lanatus,Cronobacter_turicensis,Victoria_amazonica,Clostridium_butyricum,Bacillus_flexus,Jeotgalicoccus_psychrophilus,Prauserella_rugosa,Ruminofilibacter_xylanolyticum,Lactobacillus_reuteri,Streptococcus_minor,Melissococcus_plutonius,Lactobacillus_brevis,Olivibacter_sitiensis,Clostridium_celatum,Clostridium_acidurici,Streptococcus_anginosus,Bacillus_asahii,Kocuria_palustris,Prevotella_nigrescens,Bacteroides_nordii,Clostridium_hiranonis,Porphyromonas_endodontalis,Bulleidia_moorei,Rhodococcus_equi,Salmonella_enterica,Gloeobacter_violaceus,Lactobacillus_vaginalis,Massilia_aerolata,Salinispora_tropica,Victivallis_vadensis,Lactobacillus_coleohominis,Bulleidia_p-1630-c5,Clostridium_cellulovorans,Desulfovibrio_D168,Atopobium_rimae,Brackiella_oedipodis,Clostridium_maritimum,Lactobacillus_iners,Clostridium_tetani,Streptomyces_mirabilis,Erwinia_dispersa,Bacillus_humi,Serratia_marcescens,Litorilinea_aerophila,Hespellia_stercorisuis,Campylobacter_ureolyticus,Thermobaculum_terrenum,Cellulosibacter_alkalithermophilus,Xenorhabdus_bovienii,Aggregatibacter_pneumotropica,Oenococcus_kitaharae,Aggregatibacter_segnis,Bacillus_muralis,Haloplasma_contractile,Plesiomonas_shigelloides,Caldicellulosiruptor_saccharolyticus,Enterococcus_haemoperoxidus,Enterobacter_arachidis,Pseudomonas_alcaligenes,Moryella_indoligenes,Haemophilus_parasuis,Lysinibacillus_boronitolerans,Proteiniborus_ethanoligenes,Zamia_integrifolia,Thiopilula_aggregata,Xenorhabdus_budapestensis,Escherichia_blattae,Cronobacter_sakazakii,Enterobacter_aerogenes,Pseudoalteromonas_porphyrae,Clostridium_hungatei,Enterococcus_casseliflavus,Enterobacter_hormaechei,Samsonia_erythrinae,Brenneria_salicis,Citrobacter_freundii,Buchnera_aphidicola,Shigella_sonnei,Aquamonas_haywardensis,Trabulsiella_farmeri,Clostridium_sardiniense,Shewanella_benthica,Clostridium_tyrobutyricum,Enterobacter_cowanii,Enterococcus_cecorum,Salinivibrio_costicola,Baumannia_cicadellinicola,Erwinia_oleae,Alcanivorax_venustensis,Pragia_fontium,Raoultella_terrigena,Xenorhabdus_nematophila,Photorhabdus_temperata,Xenorhabdus_poinarii,Escherichia_coli,Erwinia_chrysanthemi,Pantoea_agglomerans,Gluconacetobacter_liquefaciens,Serratia_rubidaea,Pseudoxanthomonas_mexicana,Enterobacter_ludwigii,Shewanella_pacifica,Acinetobacter_rhizosphaerae,Enterobacter_radicincitans,Xenorhabdus_romanii,Desulfovibrio_C21+c20,Necropsobacter_rosorum,Methanobrevibacter_arboriphilus,Kleidoceria_schneideri,Desulfovibrio_litoralis,Synechococcus_elongatus,Halanaerobium_hydrogeniformans,Rhodospirillum_rubrum,Variovorax_paradoxus,Jonquetella_anthropi,Alicyclobacillus_pomorum,Haemophilus_felis,Pseudomonas_viridiflava,Acetonema_longum,Alcaligenes_faecalis,Gallibacterium_genomosp.,Neisseria_cinerea,Ruminococcus_gauvreauii,Nitritalea_halalkaliphila,Selenomonas_noxia,Clostridium_neonatale,Aquincola_tertiaricarbonis,Haemophilus_influenzae,Streptococcus_sobrinus
30,,3.014804845,0.215343203,0.134589502,0.080753701,31.44010767,0.0269179,0.67294751,,0.080753701,,,0.053835801,0.053835801,0.107671602,3.956931359,0.080753701,0.915208614,,0.215343203,0.0269179,0.0269179,0.053835801,0.242261104,0.592193809,0.995962315,,,2.01884253,0.995962315,5.814266487,0.134589502,0.0269179,,0.053835801,2.826379542,0.592193809,0.080753701,2.611036339,0.942126514,0.0269179,0.188425303,0.080753701,1.96500673,,,,0.565275909,0.053835801,0.780619112,0.188425303,6.271870794,0.619111709,,29.79811575,0.0269179,,0.080753701,,,0.0269179,,,,,,,,,,,,,,,,,,,,0.0269179,,,,0.0269179,,,0.0269179,,,,,,,0.0269179,0.0269179,,,,,,,,,,,,,0.0269179,,,,,,,,,,,,,,,,,,,,,,,,,0.053835801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0269179,,,,,,,,,,,,
31,0.009890219,5.736326773,2.868163386,0.237365246,0.009890219,11.94738404,,0.326377213,0.029670656,0.158243497,,0.009890219,0.108792404,0.019780437,,0.801107705,,0.059341311,,0.059341311,0.029670656,0.059341311,1.493423005,0.187914153,2.363762239,3.629710217,,0.059341311,0.128572842,0.079121749,10.22648601,,0.019780437,0.019780437,0.34615765,,0.187914153,0.108792404,6.161606172,1.137375136,,,0.168133716,0.009890219,,,0.059341311,1.275838196,0.247255464,0.049451093,0.840668579,1.018692513,0.62308377,0.009890219,45.97962615,0.06923153,0.41538918,,,,0.06923153,,,0.009890219,,0.009890219,,0.019780437,,0.019780437,,,,,,0.06923153,,,,,,,0.009890219,0.019780437,,,,,,0.059341311,,,0.009890219,,,,,,,,,,,,,,,0.009890219,,,,,,,,,,,,,,,,,0.009890219,,,,,,,0.009890219,,,,,,,,0.257145683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009890219,,,,,,,,,,,0.009890219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009890219,,,,,,,,,,,
32,,4.892966361,2.984287673,0.168722978,,12.35895814,,0.284720025,,0.13708742,,0.052725931,0.084361489,0.052725931,,0.790888959,,0.031635558,,0.021090372,,0.094906675,1.455235685,0.13708742,2.193398714,3.827902563,,0.021090372,0.231994095,0.147632606,10.97753875,0.021090372,,,0.221448909,0.010545186,0.063271117,0.084361489,6.39038279,0.89634082,,,0.210903723,0.010545186,,,0.063271117,0.949066751,0.168722978,0.052725931,0.811979331,1.181060846,,0.010545186,46.14573447,0.084361489,0.358536328,,,,0.052725931,,0.010545186,,,,,,,0.010545186,,0.021090372,,,,0.052725931,,,,,,,,,0.010545186,,,,0.010545186,0.063271117,,0.010545186,,,0.010545186,,0.021090372,,,,,,,,,,,,,,0.010545186,,,,,,,,,,,,,,0.010545186,,,,,,,0.010545186,,,,,,,,0.210903723,,,,,,,,,,,,,,,0.010545186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.748708215,0.010545186,0.010545186,0.010545186,0.010545186,,,,,,
33,,2.148227712,2.363050483,0.076722418,,2.332361516,,0.644468314,0.030688967,0.030688967,,0.015344484,0.092066902,,,0.398956575,,0.061377935,,0.138100353,,0.076722418,1.733926653,1.181525242,0.613779346,0.29154519,,0.092066902,0.245511739,0.015344484,25.01150836,0.153444837,0.015344484,0.030688967,0.736535216,0.260856222,0.260856222,,0.751879699,0.521712444,,0.015344484,0.184133804,0.030688967,,0.030688967,0.015344484,2.363050483,0.184133804,0.444990026,0.107411386,7.810342182,0.337578641,,46.37102961,,,0.015344484,,,0.306889673,,0.138100353,,,,,0.046033451,0.030688967,0.015344484,,0.015344484,,,,0.782568667,0.046033451,,,,,,,,,,,,0.015344484,,,0.015344484,,,0.015344484,,,,,0.030688967,,,,,,,,0.015344484,,,,,,,,,,0.122755869,,,,,,,,0.046033451,,,,,,,,0.015344484,,,,,,0.015344484,0.015344484,0.015344484,,,,,,,0.015344484,,,,,,,,,0.015344484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015344484,0.015344484,,,,
34,0.031308704,2.019411396,2.160300564,0.031308704,0.031308704,1.988102693,,0.65748278,0.046963056,0.015654352,,,0.062617408,0.015654352,,0.281778334,,0.046963056,,0.156543519,0.031308704,0.093926112,1.612398247,1.377582968,0.65748278,0.187852223,,0.046963056,0.344395742,0.031308704,26.75328741,0.219160927,0.031308704,,0.688791484,0.469630557,0.156543519,,0.73575454,0.610519725,,,0.125234815,0.046963056,,,0.031308704,2.348152787,0.07827176,0.610519725,0.109580463,7.795867251,0.453976205,0.015654352,44.91233563,0.07827176,,0.015654352,,,0.516593613,,0.109580463,,,,,0.07827176,,0.031308704,,0.015654352,,,,0.673137132,,0.015654352,,,,,0.015654352,0.015654352,0.015654352,,,,0.046963056,,,,,,0.015654352,,,,,,,,,,,,,,,,,,,,,,,0.109580463,,,,,,,,0.046963056,,,,,,,,0.015654352,,,,,,,0.015654352,,,,0.015654352,0.015654352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015654352,,,
35,0.142721218,2.854424358,0.451950523,0.095147479,0.02378687,6.898192198,,0.309229305,0.285442436,0.095147479,,,0.095147479,0.095147479,,3.449096099,,0.047573739,,0.999048525,,,0.261655566,0.237868697,1.236917222,1.522359658,,0.02378687,0.761179829,0.02378687,7.564224548,0.261655566,0.02378687,,0.285442436,0.808753568,2.117031399,0.02378687,2.68791627,0.808753568,,,0.095147479,0.071360609,,0.02378687,0.047573739,0.856327307,0.237868697,0.475737393,0.404376784,2.73549001,1.094196004,,46.28924833,,0.047573739,,,,5.161750714,0.095147479,,,0.118934348,0.047573739,,0.190294957,0.237868697,,,,,,,6.660323501,,0.02378687,,,0.02378687,,,,,,,,0.309229305,0.02378687,,,0.02378687,,,,,,,0.02378687,,,,,,,,,,,,,,,,,,,,0.02378687,,,,,0.047573739,,,,,,,,,0.047573739,,,,,,0.02378687,,,0.02378687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02378687,,
36,0.222762252,2.997164844,0.506277845,0.182260024,,6.095585257,,0.283515593,0.303766707,0.060753341,,,0.020251114,0.101255569,,2.916160389,,0.060753341,,1.296071284,,,0.243013366,0.141757797,1.397326853,1.660591333,,0.060753341,0.627784528,0.081004455,7.411907655,0.283515593,0.020251114,,0.243013366,1.012555691,1.923855812,0.081004455,2.81490482,0.870797894,,0.020251114,0.121506683,0.040502228,,,0.020251114,0.587282301,0.162008911,0.526528959,0.344268935,3.037667072,0.769542325,,46.65856622,0.020251114,,,,0.060753341,5.062778453,0.040502228,0.020251114,0.020251114,0.121506683,0.020251114,,0.222762252,0.202511138,,,,,,,7.209396517,,0.020251114,,0.020251114,,,,,0.020251114,,,,0.344268935,0.040502228,,,,,0.020251114,0.040502228,,,,0.020251114,0.020251114,,,,,,,,0.020251114,,,,,,,,,,,0.020251114,,,,,,0.020251114,,,,0.020251114,,,,0.101255569,,,,0.040502228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020251114,,
37,,0.576296668,0.012528188,0.200451015,0.037584565,57.56702581,,0.012528188,,0.350789276,,,0.463542972,,,0.050112754,,0.137810073,,0.037584565,,0.012528188,0.23803558,0.313204711,0.425958406,0.250563769,,,0.263091957,0.012528188,11.07491857,,,,0.425958406,,,0.012528188,21.7489351,0.012528188,,,0.025056377,,0.012528188,,,0.062640942,0.025056377,0.012528188,0.037584565,4.973690804,,,0.075169131,0.025056377,,,,,0.012528188,,,,0.012528188,,,,,,,,,,,0.062640942,,,,,,,0.012528188,0.037584565,,0.037584565,0.012528188,0.225507392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025056377,,,,,,0.025056377,,,,,,,,,,,,,,,0.012528188,,,,,,,,,,,,0.012528188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012528188,,,,,,,0.012528188,
38,,0.550148117,0.014106362,0.253914515,0.07053181,56.89095782,,0.042319086,,0.183382706,,0.014106362,0.253914515,0.028212724,,0.084638172,,0.225701792,,,,0.014106362,0.268020877,0.155169982,0.479616307,0.197489068,,,0.155169982,,11.04528142,,,,0.310339963,,,0.014106362,22.48554098,0.028212724,,,,,,,,0.084638172,0.042319086,,0.084638172,5.543800254,,,0.112850896,,,,,,,,0.014106362,,0.056425448,,,,,0.014106362,,,,,,,,,,,0.014106362,,,0.014106362,,,,0.183382706,,0.028212724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014106362,,,,,,0.028212724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,0.968277388,0.009221689,,0.663961638,62.62449281,,0.184433788,,0.009221689,,,0.036886758,0.036886758,0.267428993,0.359645887,,2.231648838,,,0.018443379,0.018443379,,0.064551826,0.811508668,0.341202508,,0.009221689,0.101438584,0.027665068,0.202877167,0.119881962,,,0.009221689,0.129103652,0.092216894,0.018443379,0.055330137,0.516414607,0.055330137,0.046108447,0.046108447,,,0.009221689,0.009221689,0.857617116,0.036886758,12.58760605,0.092216894,1.696790852,0.32275913,,11.4994467,0.018443379,0.018443379,,,,2.130210255,,,0.009221689,,0.009221689,0.055330137,0.036886758,,0.018443379,,0.018443379,,0.009221689,0.027665068,,0.009221689,,0.073773515,,,,,,,,,,0.239763925,0.009221689,,,,,,0.009221689,,,,,,,,0.046108447,,,,,,0.009221689,,0.009221689,,0.009221689,,,,,,,,,,,,,0.018443379,,0.009221689,0.009221689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009221689
