,closed_antecedents,closed_consequents,length_antecedents,length_consequents,origin_sample_antecedents,origin_sample_consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,closed_antecedents_consequents,numbers,category
299,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Shuttleworthia_satelles', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Dorea_formicigenerans', '#ANT_Lachnospira_pectinoschiza', '#ANT_Bifidobacterium_adolescentis']",['#CON_Parabacteroides_distasonis'],9,1,"[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.95,0.65,1.0,1.052631578947368,0.03250000000000008,inf,0.1428571428571432,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Shuttleworthia_satelles', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Dorea_formicigenerans', '#ANT_Lachnospira_pectinoschiza', '#ANT_Bifidobacterium_adolescentis', '#CON_Parabacteroides_distasonis']",300,healthy sample species
300,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Shuttleworthia_satelles', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Dorea_formicigenerans', '#ANT_Lachnospira_pectinoschiza', '#ANT_Bifidobacterium_adolescentis']",['#CON_Ruminococcus_flavefaciens'],9,1,"[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.85,0.65,1.0,1.176470588235294,0.09750000000000003,inf,0.4285714285714288,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Shuttleworthia_satelles', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Dorea_formicigenerans', '#ANT_Lachnospira_pectinoschiza', '#ANT_Bifidobacterium_adolescentis', '#CON_Ruminococcus_flavefaciens']",301,healthy sample species
301,"['#ANT_Collinsella_aerofaciens', '#ANT_Ruminococcus_flavefaciens', '#ANT_Shuttleworthia_satelles', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Dorea_formicigenerans', '#ANT_Lachnospira_pectinoschiza', '#ANT_Bifidobacterium_adolescentis']",['#CON_Bifidobacterium_longum'],9,1,"[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.95,0.65,1.0,1.052631578947368,0.03250000000000008,inf,0.1428571428571432,"['#ANT_Collinsella_aerofaciens', '#ANT_Ruminococcus_flavefaciens', '#ANT_Shuttleworthia_satelles', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Dorea_formicigenerans', '#ANT_Lachnospira_pectinoschiza', '#ANT_Bifidobacterium_adolescentis', '#CON_Bifidobacterium_longum']",302,healthy sample species
302,"['#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Shuttleworthia_satelles', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Dorea_formicigenerans', '#ANT_Lachnospira_pectinoschiza', '#ANT_Bifidobacterium_adolescentis']",['#CON_Collinsella_aerofaciens'],9,1,"[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.95,0.65,1.0,1.052631578947368,0.03250000000000008,inf,0.1428571428571432,"['#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Shuttleworthia_satelles', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Dorea_formicigenerans', '#ANT_Lachnospira_pectinoschiza', '#ANT_Bifidobacterium_adolescentis', '#CON_Collinsella_aerofaciens']",303,healthy sample species
303,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans']",['#CON_Bifidobacterium_adolescentis'],9,1,"[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.95,0.65,1.0,1.052631578947368,0.03250000000000008,inf,0.1428571428571432,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#CON_Bifidobacterium_adolescentis']",304,healthy sample species
304,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Bifidobacterium_adolescentis']",['#CON_Dorea_formicigenerans'],9,1,"[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.95,0.65,1.0,1.052631578947368,0.03250000000000008,inf,0.1428571428571432,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Bifidobacterium_adolescentis', '#CON_Dorea_formicigenerans']",305,healthy sample species
305,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis']",['#CON_Bacteroides_caccae'],9,1,"[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19]]",0.7,0.85,0.65,0.9285714285714287,1.092436974789916,0.05500000000000005,2.100000000000005,0.2820512820512823,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis', '#CON_Bacteroides_caccae']",306,healthy sample species
306,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis']",['#CON_Faecalibacterium_prausnitzii'],9,1,"[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.95,0.65,1.0,1.052631578947368,0.03250000000000008,inf,0.1428571428571432,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis', '#CON_Faecalibacterium_prausnitzii']",307,healthy sample species
307,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis']",['#CON_Roseburia_faecis'],9,1,"[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.95,0.65,1.0,1.052631578947368,0.03250000000000008,inf,0.1428571428571432,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis', '#CON_Roseburia_faecis']",308,healthy sample species
308,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis']",['#CON_Parabacteroides_distasonis'],9,1,"[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.95,0.65,1.0,1.052631578947368,0.03250000000000008,inf,0.1428571428571432,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis', '#CON_Parabacteroides_distasonis']",309,healthy sample species
309,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis']",['#CON_Ruminococcus_flavefaciens'],9,1,"[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.85,0.65,1.0,1.176470588235294,0.09750000000000003,inf,0.4285714285714288,"['#ANT_Collinsella_aerofaciens', '#ANT_Bifidobacterium_longum', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis', '#CON_Ruminococcus_flavefaciens']",310,healthy sample species
310,"['#ANT_Collinsella_aerofaciens', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis']",['#CON_Bifidobacterium_longum'],9,1,"[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.95,0.65,1.0,1.052631578947368,0.03250000000000008,inf,0.1428571428571432,"['#ANT_Collinsella_aerofaciens', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis', '#CON_Bifidobacterium_longum']",311,healthy sample species
311,"['#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis']",['#CON_Collinsella_aerofaciens'],9,1,"[[0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]","[[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]]",0.65,0.95,0.65,1.0,1.052631578947368,0.03250000000000008,inf,0.1428571428571432,"['#ANT_Bifidobacterium_longum', '#ANT_Ruminococcus_flavefaciens', '#ANT_Parabacteroides_distasonis', '#ANT_Roseburia_faecis', '#ANT_Faecalibacterium_prausnitzii', '#ANT_Bacteroides_caccae', '#ANT_Prevotella_stercorea', '#ANT_Dorea_formicigenerans', '#ANT_Bifidobacterium_adolescentis', '#CON_Collinsella_aerofaciens']",312,healthy sample species
